threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),threadview_response_body_link href,threadview_response_body_link,notranslate (3),threadview_response_body_link href (2),threadview_response_body_link (2),res_id href,res_id,notranslate (4),js-response,notranslate (5),notranslate (6),notranslate (7),notranslate (8),notranslate (9),notranslate (10),notranslate (11),notranslate (12),notranslate (13),notranslate (14),notranslate (15),notranslate (16),notranslate (17),threadview_response_body_embedlink href,threadview_response_body_thumbnail src,js-ng-setting href,js-response href,notranslate (18),notranslate (19)
"垢版
|
0044 名無しどんぶらこ 2025/11/24(月) 17:00:14.52
0044 匿名 Donburako 2025/11/24（周一）17：00：14.52",https://donguri.5ch.net/,垢版,|,0044 匿名 Donburako 2025/11/24（周一）17：00：14.52,"対中関係は絶望的    与中国的关系已经无望了
台湾有事で    台湾紧急状态
普通に日本有事までありそう    看起来将会有普通的日本紧急情况
そして高市信者は徴兵されて台湾へ    高市信徒被征召并送往台湾",与中国的关系已经无望了,,,台湾紧急状态,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:Pwok6EpD0  编号：Pwok6EpD0,编号：Pwok6EpD0,,看起来将会有普通的日本紧急情况,高市信徒被征召并送往台湾,,,,,,,,,,,,,,,,,
"垢版
|
0045 名無しどんぶらこ 2025/11/24(月) 17:00:43.15
0045 匿名 Donburako 2025/11/24（周一）17：00：43.15",https://donguri.5ch.net/,垢版,|,0045 匿名 Donburako 2025/11/24（周一）17：00：43.15,"それでは　今日も元気に行ってみよう    今天好好走吧。
みなさん　ご一緒に　どうぞ
大家请加入我们

お題　日本の汚物    话题：日本的污秽

とんとんとんまの天狗さん    天狗
https://www.youtube..../watch?v=I2A0WAiVuWo

とんとんとんまの　ダニ高市    通通马的达尼塔卡市
とんまで　天下の　逆賊が
直到世界的叛徒
にぎるかたなは　糞まみれ　便所クセ
尼吉鲁刀上满是粪便和厕所习惯
国民どもを　なぎはらう    赢得民众

日米金利差放置してええ    让我们不去关注日美之间的利率差异。
えんやあああす　ぶううっか高あ    恩雅啊啊，布乌卡塔卡
国民は貧困化ああ　    人民贫困
とっとと　出て行け　ニッポンを
立刻离开日本

・逆賊とは「主君に反逆した悪人」のことを言う。
·叛徒是指“反叛主公的恶人”。
・日本における主君は「天皇陛下＝主権の存する日本国民」だ。
·日本的领主是“天皇陛下=日本主权人民”。
。。。。

野田佳彦と立憲民主党は自民党による    野田义彦和立宪民主党由自由民主党领导
【日米金利差の放置＝円安インフレ政策＝物価高＝国民の貧困化】
[忽视日美利率差异=日元通胀政策疲软=物价高=人民贫困]
に賛成し推進しているのか。    你支持并推动它吗？",今天好好走吧。,https://www.youtube.com/watch?v=I2A0WAiVuWo,https://www.youtube..../watch?v=I2A0WAiVuWo,大家请加入我们,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:PNqpH3TA0(2/11)  ID：PNqpH3TA0（2/11）,ID：PNqpH3TA0（2/11）,,话题：日本的污秽,天狗,直到世界的叛徒,通通马的达尼塔卡市,赢得民众,让我们不去关注日美之间的利率差异。,恩雅啊啊，布乌卡塔卡,人民贫困,野田义彦和立宪民主党由自由民主党领导,你支持并推动它吗？,尼吉鲁刀上满是粪便和厕所习惯,立刻离开日本,·叛徒是指“反叛主公的恶人”。,https://www.youtube.com/watch?v=I2A0WAiVuWo,https://i.ytimg.com/vi/I2A0WAiVuWo/default.jpg,,,,
"垢版
|
0046 名無しどんぶらこ 2025/11/24(月) 17:00:45.14
0046 匿名 Donburako 2025/11/24（周一）17：00：45.14",https://donguri.5ch.net/,垢版,|,0046 匿名 Donburako 2025/11/24（周一）17：00：45.14,ｘで国バレしそうな奴らが5chに来すぎてる件   太多可能会在 X 上了解这个国家的男生来到 5 频道,太多可能会在 X 上了解这个国家的男生来到 5 频道,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:tTwkVRj90  ID：tTwkVRj90,ID：tTwkVRj90,1,,,,,,,,,,,,,,,,,,,
"垢版
|
0047 名無しどんぶらこ 2025/11/24(月) 17:01:09.85
0047 匿名 Donburako 2025/11/24（周一）17：01：09.85",https://donguri.5ch.net/,垢版,|,0047 匿名 Donburako 2025/11/24（周一）17：01：09.85,李強の胸に飛び込めよ   跳进李强的胸膛,跳进李强的胸膛,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:3d+FGaOZ0  ID：3d+FGaOZ0,ID：3d+FGaOZ0,1,,,,,,,,,,,,,,,,,,,
"垢版
|
0048 名無しどんぶらこ 2025/11/24(月) 17:01:53.40
0048 匿名 Donburako 2025/11/24（周一）17：01：53.40",https://donguri.5ch.net/,垢版,|,0048 匿名 Donburako 2025/11/24（周一）17：01：53.40,"全員触らぬ神にたたりなし状態だってさ。    每个人都处于未被上帝影响的状态。
うっかり出会うとトップに激おこされる、中国人には恐ろしい存在となったw
如果你偶然遇到他们，你会被上层暴力攻击，他们已经成为中国人可怕的存在。",每个人都处于未被上帝影响的状态。,,,如果你偶然遇到他们，你会被上层暴力攻击，他们已经成为中国人可怕的存在。,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:PJm5Mgrz0  编号：PJm5Mgrz0,编号：PJm5Mgrz0,,,,,,,,,,,,,,,,,,,,
"垢版
|
0049 名無しどんぶらこ 2025/11/24(月) 17:01:55.75
0049 匿名 Donburako 2025/11/24（周一）17：01：55.75",https://donguri.5ch.net/,垢版,|,0049 匿名 Donburako 2025/11/24（周一）17：01：55.75,"お母さん　学校で民主主義について習ったよ。    妈妈：我在学校学过民主。

あら　何？    哦，什么？

高市の　高市による　アメリカのための政治
高市的《美国政治》

ドスン　どした    砰
お母さんが死んだ    妈妈去世了
ｗｗｗｗ   www
。。。。

これが「無教養＝野蛮人・高市早苗」と「悪徳・自民党」の政治だ
这就是“无知=野蛮人，高市早苗”和“副，自民党”的政治

・日本の主権の放棄＝米軍への服従　    ·放弃日本主权=向美军屈服
　防衛費倍増の中露北朝鮮を攻撃する国産ミサイルの製造と配備による軍国化
中国、俄罗斯和朝鲜通过制造和部署国产导弹来攻击朝鲜，将国防开支翻倍。

・日本の主権の放棄＝ＦＲＢ（連邦準備制度理事会・日銀相当）への服従
·放弃日本主权=服从美联储（相当于日本央行）
　日米金利差の放置＝円安インフレ政策＝超物価高＝国民の貧困化
忽视日美利率差异 = 日元通胀疲弱 = 超高物价 = 人民贫困

野田佳彦と立憲民主党はこれに賛成して推進しているのか。
野田义彦和立宪民主党是否支持并推动这一点？",妈妈：我在学校学过民主。,,,哦，什么？,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:PNqpH3TA0(3/11)  编号：PNqpH3TA0（3/11）,编号：PNqpH3TA0（3/11）,,砰,妈妈去世了,高市的《美国政治》,·放弃日本主权=向美军屈服,www,忽视日美利率差异 = 日元通胀疲弱 = 超高物价 = 人民贫困,野田义彦和立宪民主党是否支持并推动这一点？,,,,这就是“无知=野蛮人，高市早苗”和“副，自民党”的政治,中国、俄罗斯和朝鲜通过制造和部署国产导弹来攻击朝鲜，将国防开支翻倍。,·放弃日本主权=服从美联储（相当于日本央行）,,,,,,
"垢版
|
0050 名無しどんぶらこ 2025/11/24(月) 17:02:37.91
0050 匿名 Donburako 2025/11/24（周一）17：02：37.91",https://donguri.5ch.net/,垢版,|,0050 匿名 Donburako 2025/11/24（周一）17：02：37.91,"【共同通信】 共同通信の“スクープ”に外務省が猛反発！「水産物の輸入停止」報道が招いた大混乱《日中対立の裏側、官房長官も否定した》
【共同社】外务省强烈反对共同社的“独家新闻”！ “暂停海产品进口”报道引发的混乱“”在日中对峙幕后，内阁官房长官也否认了“。
https://news.yahoo.c...d34157c9003ca191fd88
> 中国から日本への「水産物の輸入停止」を巡り、外務省内部に、共同通信の報道への不信感や反発が渦巻いている
> 关于中国对日本“暂停海鲜进口”，外交部内部对共同社报道的不信任和反弹正在涌现
> 木原稔官房長官「（輸入停止について）中国政府から連絡を受けたという事実はない」
>官房官房长官木原实：“没有事实表明我们接到了中国政府（关于暂停进口）的联系。”
> 報道を全否定し、政府発表と報道が真っ向から食い違う事態が発生していたのだ。そして、外務省内でも怨嗟の声が沸き起こっているという
> 该报告被完全否认，政府的声明与报告之间出现了直接冲突的情况。 据说外交部内部也在酝酿怨恨之声",【共同社】外务省强烈反对共同社的“独家新闻”！ “暂停海产品进口”报道引发的混乱“”在日中对峙幕后，内阁官房长官也否认了“。,https://news.yahoo.co.jp/articles/7137150f0b46087c0fb0d34157c9003ca191fd88,https://news.yahoo.c...d34157c9003ca191fd88,> 关于中国对日本“暂停海鲜进口”，外交部内部对共同社报道的不信任和反弹正在涌现,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:L0FKvcYq0  ID：L0FKvcYq0,ID：L0FKvcYq0,,,,>官房官房长官木原实：“没有事实表明我们接到了中国政府（关于暂停进口）的联系。”,,,> 该报告被完全否认，政府的声明与报告之间出现了直接冲突的情况。 据说外交部内部也在酝酿怨恨之声,,,,,,,,,,,,,
"垢版
|
0051 名無しどんぶらこ 2025/11/24(月) 17:03:03.84
0051 匿名 Donburako 2025/11/24（周一）17：03：03.84",https://donguri.5ch.net/,垢版,|,0051 匿名 Donburako 2025/11/24（周一）17：03：03.84,ネトウヨ必死やな   内托约绝望地,内托约绝望地,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:hzPyim6s0  ID：hzPyim6s0,ID：hzPyim6s0,,,,,,,,,,,,,,,,,,,,
"垢版
|
0052 名無しどんぶらこ 2025/11/24(月) 17:03:09.40
0052 匿名 Donburako 2025/11/24（周一）17：03：09.40",https://donguri.5ch.net/,垢版,|,0052 匿名 Donburako 2025/11/24（周一）17：03：09.40,">>1
高市は韓国に夢中だもんな    高市对韩国非常着迷。",高市对韩国非常着迷。,,>>1,编号：AlVU2N6U0（1/2）,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:AlVU2N6U0(1/2)  编号：AlVU2N6U0（1/2）,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0053 名無しどんぶらこ 2025/11/24(月) 17:03:12.34
0053 匿名 Donburako 2025/11/24（周一）17：03：12.34",https://donguri.5ch.net/,垢版,|,0053 匿名 Donburako 2025/11/24（周一）17：03：12.34,"韓国の大統領とはなんか仲良くやってるけど    我和韩国总统相处得很好。
今までこんな仲良くできたか    你曾经这么接近过吗",我和韩国总统相处得很好。,,,你曾经这么接近过吗,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:Q8dyJAtp0  编号：Q8dyJAtp0,编号：Q8dyJAtp0,3,,,,,,,,,,,,,,,,,,,
"垢版
|
0054 名無しどんぶらこ 2025/11/24(月) 17:03:17.94
0054 匿名 Donburako 2025/11/24（周一）17：03：17.94",https://donguri.5ch.net/,垢版,|,0054 匿名 Donburako 2025/11/24（周一）17：03：17.94,"バカだろ    你真傻
機会は自分で作るんだろうがよ    我想我自己会抓住机会
無能すぎる    太无能了",你真傻,,,我想我自己会抓住机会,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:eabAzfYI0(1/2)  ID：eabAzfYI0（1/2）,ID：eabAzfYI0（1/2）,,太无能了,,,,,,,,,,,,,,,,,,
"垢版
|
0055 名無しどんぶらこ 2025/11/24(月) 17:03:20.09
0055 匿名 Donburako 2025/11/24（周一）17：03：20.09",https://donguri.5ch.net/,垢版,|,0055 匿名 Donburako 2025/11/24（周一）17：03：20.09,世界にイタリアとまた枢軸国作るぞって見せつけた   我向世界展示了我会再次打造意大利和轴心国。,我向世界展示了我会再次打造意大利和轴心国。,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:qjGXCCSQ0  ID：qjGXCCSQ0,ID：qjGXCCSQ0,,,,,,,,,,,,,,,,,,,,
"垢版
|
0056 名無しどんぶらこ 2025/11/24(月) 17:03:20.58
0056 匿名 Donburako 2025/11/24（周一）17：03：20.58",https://donguri.5ch.net/,垢版,|,0056 匿名 Donburako 2025/11/24（周一）17：03：20.58,"そりゃわざと1時間遅刻して食事会も欠席したわけだからなあ
那是因为我故意迟到了一个小时，错过了晚宴",那是因为我故意迟到了一个小时，错过了晚宴,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:gZ1pW/pL0  ID：gZ1pW/pL0,ID：gZ1pW/pL0,,,,,,,,,,,,,,,,,,,,
"垢版
|
0057 名無しどんぶらこ 2025/11/24(月) 17:03:25.46
0057 匿名 Donburako 2025/11/24（周一）17：03：25.46",https://donguri.5ch.net/,垢版,|,0057 匿名 Donburako 2025/11/24（周一）17：03：25.46,こここそ得意の抱きつき攻撃だろう   这大概是他擅长的拥抱攻击,这大概是他擅长的拥抱攻击,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:Grrfc24T0  ID：Grrfc24T0,ID：Grrfc24T0,,,,,,,,,,,,,,,,,,,,
"垢版
|
0058 名無しどんぶらこ 2025/11/24(月) 17:04:16.06
0058 匿名 Donburako 2025/11/24（周一）17：04：16.06",https://donguri.5ch.net/,垢版,|,0058 匿名 Donburako 2025/11/24（周一）17：04：16.06,"無能な働き者だよな、石破茂の成果横取りしてぴょんぴょんしてるだけで良いんだよ、何にもするなよ。わざわざ、問題起こしてさ、英語も喋れないクズが知ったかぶりして日本の国益を壊すんじゃないよ。冴えないババァ
你是个无能的勤奋者，只要偷走石破茂的成就什么都不做，什么都别做。 别特意惹麻烦，那些连英语都不会说的混蛋会装懂，破坏日本的国家利益。 迟钝的巴巴",你是个无能的勤奋者，只要偷走石破茂的成就什么都不做，什么都别做。 别特意惹麻烦，那些连英语都不会说的混蛋会装懂，破坏日本的国家利益。 迟钝的巴巴,,,ID：/esm5s3F0（1/3）,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:/esm5s3F0(1/3)  ID：/esm5s3F0（1/3）,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0059 名無しどんぶらこ 2025/11/24(月) 17:05:20.91
0059 匿名 Donburako 2025/11/24（周一）17：05：20.91",https://donguri.5ch.net/,垢版,|,0059 匿名 Donburako 2025/11/24（周一）17：05：20.91,">>53
日韓友好    日韩友好
日中断交

壺は前者をリップサービスとアクロバティック擁護したため
因为罐子用口头和杂技式为了前者辩护
中韓をひとまとめにしてきた壺が非常に困ってるｗ
我因为那些把中国和韩国联系起来的罐子而陷入大麻烦。",日韩友好,,>>53,因为罐子用口头和杂技式为了前者辩护,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:AlVU2N6U0(2/2)  编号：AlVU2N6U0（2/2）,编号：AlVU2N6U0（2/2）,,,,我因为那些把中国和韩国联系起来的罐子而陷入大麻烦。,,,,,,,,,,,,,,,,
"垢版
|
0060 名無しどんぶらこ 2025/11/24(月) 17:05:36.96
0060 匿名 Donburako 2025/11/24（周一）17：05：36.96",https://donguri.5ch.net/,垢版,|,0060 匿名 Donburako 2025/11/24（周一）17：05：36.96,"面子の中国は制裁路線でいくと自分のところも苦しくなってくるから頭痛いな
如果中国这个面孔良好的中国一旦进入制裁线会头疼，那对自己来说将是个难题。",如果中国这个面孔良好的中国一旦进入制裁线会头疼，那对自己来说将是个难题。,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:zfZuaPUJ0  ID：zfZuaPUJ0,ID：zfZuaPUJ0,,,,,,,,,,,,,,,,,,,,
"垢版
|
0061 名無しどんぶらこ 2025/11/24(月) 17:05:36.95
0061 匿名 Donburako 2025/11/24（周一）17：05：36.95",https://donguri.5ch.net/,垢版,|,0061 匿名 Donburako 2025/11/24（周一）17：05：36.95,ここが今日の五毛スレ？   这是今天的 Gomo 讨论串吗？,这是今天的 Gomo 讨论串吗？,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:MO+1n+mG0  ID：MO+1n+mG0,ID：MO+1n+mG0,1,,,,,,,,,,,,,,,,,,,
"垢版
|
0062 名無しどんぶらこ 2025/11/24(月) 17:05:46.43
0062 匿名 Donburako 2025/11/24（周一）17：05：46.43",https://donguri.5ch.net/,垢版,|,0062 匿名 Donburako 2025/11/24（周一）17：05：46.43,この世にある全ての溝は話し合いでしか埋まらない   这个世界上的所有空白只能通过讨论来填补,这个世界上的所有空白只能通过讨论来填补,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:ubCuEHRx0  编号：ubCuEHRx0,编号：ubCuEHRx0,,,,,,,,,,,,,,,,,,,,
"垢版
|
0063 名無しどんぶらこ 2025/11/24(月) 17:05:53.75
0063 匿名 Donburako 2025/11/24（周一）17：05：53.75",https://donguri.5ch.net/,垢版,|,0063 匿名 Donburako 2025/11/24（周一）17：05：53.75,"①台湾統一は習近平の【ライフワーク】    （1）台湾统一是习近平的[毕生事业]
②中国は世界で最も【面子】に拘る国    （2）中国是世界上最注重面子的国家

この２つを頭に入れておかないとなぜ今回ここまで問題がこじれて日中関係が悪化しているのか？を理解できない
如果我们不考虑这两点，为什么这次问题会如此复杂，日中关系又恶化得如此之多？ 我无法理解

そもそも中国は高市早苗をタカ派の政治家として非常に警戒していた。その高市が首相に就任したが
首先，中国对高市早苗作为鹰派政治家非常警惕。 高市成为首相，但

①靖国神社の参拝を見送ったこと    （1）送别对靖国神社的参观
②所信表明演説で中国について「日本にとって重要な隣国であり、建設的かつ安定的な関係を構築していく必要があります」と強行的な姿勢を見せなかったこと
（2）在表达信念的演讲中，他对中国没有强硬立场，而是说：“中国是日本的重要邻国，有必要建立建设性和稳定的关系。”

で中国が日中関係に楽観的な見方をしたフシが見られる
我们可以看到中国对中日关系持乐观态度

そのため先日開催されたAPECで高市との首脳会談をセッティングした。高市早苗の総理就任への祝福の意味と就任して初めての国際会議で高市の【面子を立てる】意味合いがあったのだろう。アメリカとの貿易戦争の最中で日本との関係を良くしたい狙いもあったはず。その首脳会談で「戦略的互恵関係」の推進を確認できた、までは中国の狙い通りだった……が、会談直後に高市が台湾のAPEC代表と接触しツーショット写真をSNSに投稿したことで習近平としては高市に【面子を潰された】と不快感を募らせた。そして国会での「存立危機事態発言」これで習近平が【激高】した
因此，我安排了前几天在 APEC 举行的与高井一的峰会。 祝贺高市早苗就任首相的意义，以及在高市上任后首次国际会议上“挽回面子”的意义。 在与美国的贸易战中，必然有改善与日本关系的目标。 这是中国的目标，直到峰会确认推动“战略互利关系”...... 然而，会后高市联系了台湾的 APEC 代表，并在社交媒体上发布了两张合照，这让习近平对高市感到不适，称他“丢了面子”。 国会的“生存危机言论”让习近平[极高]

最高権力者の習近平が激高したのだから部下も同じように激高して強行的な姿勢を見せないと自分が【粛正】されてしまう。その典型が駐大阪総領事がSNSに投稿した「首切り」発言
由于最高权力习近平愤怒不已，他的下属们同样激动，没有采取强硬态度，否则他将被清洗。 一个典型例子是大阪总领事在社交媒体上发布的“斩首”言论

それをすぐに「削除させた」のは高市に「こっちも削除させたのだからおまえも発言を徹底しろ」というメッセージが込められていた。でも知ってか知らずか高市が発言を撤回することはなく今日まで事態が悪化の一途をたどる展開になっている。
他立刻“删除”的原因是给高市留言：“我也让你删了这个，所以你一定要彻底说出来。” 然而，无论高市是否意识到，他并未收回言论，局势至今仍在恶化。

悪化が続く日中関係が改善する要素は大きく２つ    随着日中关系持续恶化，有两个主要因素将改善
①習近平の怒りが収まる    （1）习近平的愤怒消退
②高市早苗が発言を撤回する    （2）高市早苗收回了她的言论

この２つが成立しないと改善は難しい    如果这两点不被确立，改进将非常困难",（1）台湾统一是习近平的[毕生事业],,,（2）中国是世界上最注重面子的国家,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:EcD7tpV40(1/2)  ID：EcD7tpV40（1/2）,ID：EcD7tpV40（1/2）,,（1）送别对靖国神社的参观,随着日中关系持续恶化，有两个主要因素将改善,如果我们不考虑这两点，为什么这次问题会如此复杂，日中关系又恶化得如此之多？ 我无法理解,（1）习近平的愤怒消退,（2）高市早苗收回了她的言论,首先，中国对高市早苗作为鹰派政治家非常警惕。 高市成为首相，但,（2）在表达信念的演讲中，他对中国没有强硬立场，而是说：“中国是日本的重要邻国，有必要建立建设性和稳定的关系。”,如果这两点不被确立，改进将非常困难,他立刻“删除”的原因是给高市留言：“我也让你删了这个，所以你一定要彻底说出来。” 然而，无论高市是否意识到，他并未收回言论，局势至今仍在恶化。,,我们可以看到中国对中日关系持乐观态度,因此，我安排了前几天在 APEC 举行的与高井一的峰会。 祝贺高市早苗就任首相的意义，以及在高市上任后首次国际会议上“挽回面子”的意义。 在与美国的贸易战中，必然有改善与日本关系的目标。 这是中国的目标，直到峰会确认推动“战略互利关系”...... 然而，会后高市联系了台湾的 APEC 代表，并在社交媒体上发布了两张合照，这让习近平对高市感到不适，称他“丢了面子”。 国会的“生存危机言论”让习近平[极高],由于最高权力习近平愤怒不已，他的下属们同样激动，没有采取强硬态度，否则他将被清洗。 一个典型例子是大阪总领事在社交媒体上发布的“斩首”言论,,,,,,
