threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),notranslate (3),notranslate (4),notranslate (5),notranslate (6),notranslate (7),threadview_response_body_link href,threadview_response_body_link,highlight,res_id href,res_id,notranslate (8),js-response,notranslate (9),notranslate (10),notranslate (11),threadview_response_body_link (2),js-ng-setting href,js-response href,threadview_response_body_link href (2),notranslate (12),notranslate (13),notranslate (14),notranslate (15),notranslate (16),notranslate (17),notranslate (18),notranslate (19),notranslate (20),notranslate (21),notranslate (22),notranslate (23)
"垢版
|
0034 名無しどんぶらこ 2025/11/23(日) 22:46:49.40
0034 匿名 Donburako 2025/11/23（星期日）22：46：49.40",https://donguri.5ch.net/,垢版,|,0034 匿名 Donburako 2025/11/23（星期日）22：46：49.40,">>1
>オーストラリア市民党    >澳大利亚公民党

オーストラリアの泡沫政党、議員数0    澳大利亚泡沫党，议员人数为0",>澳大利亚公民党,澳大利亚泡沫党，议员人数为0,,,,,,>>1,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:y5fhYd920  ID：y5fhYd920,ID：y5fhYd920,,,,,,,,,,,,,,,,,,,,
"垢版
|
0035 名無しどんぶらこ 2025/11/23(日) 22:46:49.71
0035 匿名 Donburako 2025/11/23（星期日）22：46：49.71",https://donguri.5ch.net/,垢版,|,0035 匿名 Donburako 2025/11/23（星期日）22：46：49.71,"ビジネス保守・・・・    业务维护......
ビジネスでもダメダメで、しかも保守でもない。   
じゃあ、高市は何なの？",业务维护......,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:35Fm83PT0,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0036 名無しどんぶらこ 2025/11/23(日) 22:47:12.14",https://donguri.5ch.net/,垢版,|,,日本の、共産党か立憲民主党見たいな物？,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:v1qG5M6e0,,1,,,,,,,,,,,,,,,,,,,
"垢版
|
0037 名無しどんぶらこ 2025/11/23(日) 22:47:17.08",https://donguri.5ch.net/,垢版,|,,草,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:9w7EZhUP0,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0038 名無しどんぶらこ 2025/11/23(日) 22:47:38.03",https://donguri.5ch.net/,垢版,|,,"オーストラリアは、反日ヘイト害虫のアジトとして有名   

一時期さかんにヘイトスピーチしてた朝鮮害虫もオーストラリアに逃げた   


カンボジアとオーストラリアには朝鮮害虫のネットワークがあるんだよな",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:FCpjKqdm0,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0039 名無しどんぶらこ 2025/11/23(日) 22:47:44.22",https://donguri.5ch.net/,垢版,|,,"AI による概要   


+1
オーストラリア市民党（Australian Citizens Party: ACP）は、現在、連邦議会（下院および上院）に議席を持っていません。   
同党は主要政党ではないため、選挙で議席を獲得することは稀です。2025年5月に行われた最新の連邦総選挙の結果を見ても、下院の議席を獲得した政党・会派は労働党（94議席）、保守連合（43議席）、グリーン党（1議席）、センター・アライアンス（1議席）、カッター・オーストラリア党（1議席）、および無所属議員（10議席）であり、市民党の名前はありませんでした。   
上院においても、市民党の議員が現在確認できる議席構成に含まれていないことが示されています。",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:yEEh21cW0(2/2),,,,,,,,,,,,,,,,,,,,,
"垢版
|
0040 名無しどんぶらこ 2025/11/23(日) 22:47:51.54",https://donguri.5ch.net/,垢版,|,,安定しててウケるｗｗ,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:dAuMd6mi0,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0041 名無しどんぶらこ 2025/11/23(日) 22:47:55.25",https://donguri.5ch.net/,垢版,|,,"日本はtppからも孤立かぁ   
まじで資源も食料も途絶えて   
第三次世界大戦だね高市のせいで",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:kbI96dmH0,,1,,,,,,,,,,,,,,,,,,,
"垢版
|
0042 名無しどんぶらこ 2025/11/23(日) 22:48:01.29",https://donguri.5ch.net/,垢版,|,,誰も知らないおっさんのインタビューが他の国でニュースになる不思議,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:gMwvNWXN0,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0043 名無しどんぶらこ 2025/11/23(日) 22:48:13.38",https://donguri.5ch.net/,垢版,|,,"ようやく高市を攻撃する国外の政治ゴロを見つけてきたかw🤣   
肩書きを見たら、どこかの議員でさえないのか？w🤣   
オーストラリアは太平洋戦争時に日本から攻撃受けたことや   
捕虜虐待されたとか、いまだに恨んでる執念深いヤツがいるからな",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:v81EdceH0(1/2),,,,,,,,,,,,,,,,,,,,,
"垢版
|
0044 名無しどんぶらこ 2025/11/23(日) 22:48:19.68
0044 匿名 Donburako 2025/11/23（周日）22：48：19.68",https://donguri.5ch.net/,垢版,|,0044 匿名 Donburako 2025/11/23（周日）22：48：19.68,">オーストラリア市民党のロバート・バーウィック全国委員長
> 澳大利亚公民党全国主席罗伯特·伯威克

役職名見ると「あーあっち系ねｗ」とわかるのは草ｗ
如果你看职位名称，你会觉得“啊，就是这个”，哈哈",> 澳大利亚公民党全国主席罗伯特·伯威克,如果你看职位名称，你会觉得“啊，就是这个”，哈哈,ID：nDfczdmQ0（1/2）,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:nDfczdmQ0(1/2)  ID：nDfczdmQ0（1/2）,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0045 名無しどんぶらこ 2025/11/23(日) 22:48:23.76
0045 匿名 Donburako 2025/11/23（星期日）22：48：23.76",https://donguri.5ch.net/,垢版,|,0045 匿名 Donburako 2025/11/23（星期日）22：48：23.76,日本で言う社民党みたいなもんか   这就像日本的社会民主党。,这就像日本的社会民主党。,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:Mw5nvKMa0  编号：Mw5nvKMa0,编号：Mw5nvKMa0,,,,,,,,,,,,,,,,,,,,
"垢版
|
0046 名無しどんぶらこ 2025/11/23(日) 22:48:24.35
0046 匿名 Donburako 2025/11/23（周日）22：48：24.35",https://donguri.5ch.net/,垢版,|,0046 匿名 Donburako 2025/11/23（周日）22：48：24.35,オーストコリアン   Oast Korean,Oast Korean,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:lbL1Lfjy0  ID：lbL1Lfjy0,ID：lbL1Lfjy0,,,,,,,,,,,,,,,,,,,,
"垢版
|
0047 名無しどんぶらこ 2025/11/23(日) 22:48:28.00
0047 匿名 Donburako 2025/11/23（周日）22：48：28.00",https://donguri.5ch.net/,垢版,|,0047 匿名 Donburako 2025/11/23（周日）22：48：28.00,"議席も持ってない、社会党未満の泡沫ですらない一般人やんけ
普通人甚至没有席位，甚至没有比社会党更小的泡沫",普通人甚至没有席位，甚至没有比社会党更小的泡沫,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:6VRAZrtB0  编号：6VRAZrtB0,编号：6VRAZrtB0,,,,,,,,,,,,,,,,,,,,
"垢版
|
0048 名無しどんぶらこ 2025/11/23(日) 22:49:07.33
0048 匿名 Donburako 2025/11/23（周日）22：49：07.33",https://donguri.5ch.net/,垢版,|,0048 匿名 Donburako 2025/11/23（周日）22：49：07.33,"社民議席ゼロになった未来のみずぽに意見聞きに行ったみたいな感じ
就像我去问未来的水池，而水池在社会民主党里一个席位都没有。

鳩山といい終った政治家を利用する癖があるなチャイナは
中国有利用最终站在鸠山一边的政治家的习惯。",就像我去问未来的水池，而水池在社会民主党里一个席位都没有。,中国有利用最终站在鸠山一边的政治家的习惯。,ID：P9pxy5fs0（3/7）,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:P9pxy5fs0(3/7)  ID：P9pxy5fs0（3/7）,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0049 名無しどんぶらこ 2025/11/23(日) 22:49:12.76
0049 匿名 Donburako 2025/11/23（星期日）22：49：12.76",https://donguri.5ch.net/,垢版,|,0049 匿名 Donburako 2025/11/23（星期日）22：49：12.76,中共それは苦しいってw   中共说这很痛苦。,中共说这很痛苦。,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:7V6c0m5y0  ID：7V6c0m5y0,ID：7V6c0m5y0,,,,,,,,,,,,,,,,,,,,
"垢版
|
0050 名無しどんぶらこ 2025/11/23(日) 22:49:18.76
0050 匿名 Donburako 2025/11/23（周日）22：49：18.76",https://donguri.5ch.net/,垢版,|,0050 匿名 Donburako 2025/11/23（周日）22：49：18.76,沖縄とかにいる市民団体（）の類だろ   这是冲绳的一个公民团体,这是冲绳的一个公民团体,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:nkm7L2c20  编号：nkm7L2c20,编号：nkm7L2c20,,,,,,,,,,,,,,,,,,,,
"垢版
|
0051 名無しどんぶらこ 2025/11/23(日) 22:49:28.81
0051 匿名 Donburako 2025/11/23（周日）22：49：28.81",https://donguri.5ch.net/,垢版,|,0051 匿名 Donburako 2025/11/23（周日）22：49：28.81,">>【新華社シドニー11月22日】    >> [新华社，悉尼，11月22日]
>>【新華社シドニー11月22日】    >> [新华社，悉尼，11月22日]
>>【新華社シドニー11月22日】    >> [新华社，悉尼，11月22日]",>> [新华社，悉尼，11月22日],>> [新华社，悉尼，11月22日],,,>> [新华社，悉尼，11月22日],,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:FkBTUNXi0  编号：FkBTUNXi0,编号：FkBTUNXi0,,,,,,,,,,,,,,,,,,,,
"垢版
|
0052 名無しどんぶらこ 2025/11/23(日) 22:49:30.60
0052 匿名 Donburako 2025/11/23（周日）22：49：30.60",https://donguri.5ch.net/,垢版,|,0052 匿名 Donburako 2025/11/23（周日）22：49：30.60,">>21
(´・ω・`)   ( ́・ω・')",,( ́・ω・'),ID：kybycjlj0（1/2）,,,,,>>21,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:kybycjlj0(1/2)  ID：kybycjlj0（1/2）,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0053 名無しどんぶらこ 2025/11/23(日) 22:49:33.84
0053 匿名 Donburako 2025/11/23（周日）22：49：33.84",https://donguri.5ch.net/,垢版,|,0053 匿名 Donburako 2025/11/23（周日）22：49：33.84,"中国は着々と海外を味方につけている    中国正稳步将海外政策转向其一边
一方、高市は日本のネトウヨに必死でアピールするだけ
另一方面，高市则极力吸引日本的根东代
外交が戦争なら勝負あったな    如果外交是一场战争，那就一定有一场游戏。",中国正稳步将海外政策转向其一边,另一方面，高市则极力吸引日本的根东代,,,如果外交是一场战争，那就一定有一场游戏。,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:cPkYwntL0  ID：cPkYwntL0,ID：cPkYwntL0,1,,,,,,,,,,,,,,,,,,,
"垢版
|
0054 名無しどんぶらこ 2025/11/23(日) 22:49:34.22
0054 匿名 Donburako 2025/11/23（周日）22：49：34.22",https://donguri.5ch.net/,垢版,|,0054 匿名 Donburako 2025/11/23（周日）22：49：34.22,誰だよw   谁？,谁？,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:r121/2Nm0  编号：r121/2Nm0,编号：r121/2Nm0,,,,,,,,,,,,,,,,,,,,
"垢版
|
0055 名無しどんぶらこ 2025/11/23(日) 22:49:34.36
0055 匿名 Donburako 2025/11/23（周日）22：49：34.36",https://donguri.5ch.net/,垢版,|,0055 匿名 Donburako 2025/11/23（周日）22：49：34.36,"しかも議会で上院下院両方議席持ってないとかさらに草ｗ
更令人尴尬的是，它在国会中并未同时拥有参议院和众议院的两个席位。

こんなの持ってこないと日本攻撃できないとかみじめすぎない？
如果不带这种东西，不能攻打日本，难道不是太可怜吗？",更令人尴尬的是，它在国会中并未同时拥有参议院和众议院的两个席位。,如果不带这种东西，不能攻打日本，难道不是太可怜吗？,ID：nDfczdmQ0（2/2）,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:nDfczdmQ0(2/2)  ID：nDfczdmQ0（2/2）,,1,,,,,,,,,,,,,,,,,,,
"垢版
|
0056 名無しどんぶらこ 2025/11/23(日) 22:50:23.49
0056 匿名 Donburako 2025/11/23（周日）22：50：23.49",https://donguri.5ch.net/,垢版,|,0056 匿名 Donburako 2025/11/23（周日）22：50：23.49,"＞新華社の取材に応じ    > 新华社采访

ふーん    明白了",> 新华社采访,明白了,ID：t025jHur0（1/2）,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:t025jHur0(1/2)  ID：t025jHur0（1/2）,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0057 名無しどんぶらこ 2025/11/23(日) 22:50:28.05
0057 匿名 Donburako 2025/11/23（周日）22：50：28.05",https://donguri.5ch.net/,垢版,|,0057 匿名 Donburako 2025/11/23（周日）22：50：28.05,">>55
社民党以下じゃん    它比社会民主党还少",它比社会民主党还少,,,,,,,>>55,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:kybycjlj0(2/2),,,,,,,,,,,,,,,,,,,,,
"垢版
|
0058 名無しどんぶらこ 2025/11/23(日) 22:50:35.34
0058 匿名 Donburako 2025/11/23（周日）22：50：35.34",https://donguri.5ch.net/,垢版,|,0058 匿名 Donburako 2025/11/23（周日）22：50：35.34,">>41
低脳馬鹿アカが発狂錯乱してるわw🤣    那个脑袋低沉的白痴 Aka 快疯了，哈哈🤣
オーストラリアで、喩えるならNHK党よりも議員も居ない自称政治団体でしかない気狂い集団だぞw
在澳大利亚，如果要比较，它是一个疯狂的团体，不过是一个自称政治组织的组织，没有任何议员，只有 NHK 党。",那个脑袋低沉的白痴 Aka 快疯了，哈哈🤣,在澳大利亚，如果要比较，它是一个疯狂的团体，不过是一个自称政治组织的组织，没有任何议员，只有 NHK 党。,,,,,,>>41,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:v81EdceH0(2/2),,,,,,,,,,,,,,,,,,,,,
"垢版
|
0059 名無しどんぶらこ 2025/11/23(日) 22:50:37.65
0059 匿名 Donburako 2025/11/23（周日）22：50：37.65",https://donguri.5ch.net/,垢版,|,0059 匿名 Donburako 2025/11/23（周日）22：50：37.65,"これまた誰も知らないショボいやつを引っ張り出してきたなｗ
这还是个没人知道的破旧家伙。",这还是个没人知道的破旧家伙。,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:lsrY3Qej0,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0060 名無しどんぶらこ 2025/11/23(日) 22:51:03.15
0060 匿名 Donburako 2025/11/23（周日）22：51：03.15",https://donguri.5ch.net/,垢版,|,0060 匿名 Donburako 2025/11/23（周日）22：51：03.15,">>1
節子、それ中国系オーストラリア帰化人の政党やんか
节子，这是华裔澳大利亚归化者的政党吗？",节子，这是华裔澳大利亚归化者的政党吗？,,,,,,,>>1,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:GP0wZMTY0,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0061 名無しどんぶらこ 2025/11/23(日) 22:51:20.85
0061 匿名 Donburako 2025/11/23（周日）22：51：20.85",https://donguri.5ch.net/,垢版,|,0061 匿名 Donburako 2025/11/23（周日）22：51：20.85,新華社(笑),,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:qYVd/CXT0,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0062 名無しどんぶらこ 2025/11/23(日) 22:51:21.15
0062 匿名 Donburako 2025/11/23（周日）22：51：21.15",https://donguri.5ch.net/,垢版,|,0062 匿名 Donburako 2025/11/23（周日）22：51：21.15,"みんなそう思ってるよ   

一部のトカゲ信者以外は",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:zWKfD3ng0,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0063 名無しどんぶらこ 2025/11/23(日) 22:51:33.22",https://donguri.5ch.net/,垢版,|,,新華社,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:pX1IXNAg0,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0064 名無しどんぶらこ 2025/11/23(日) 22:51:40.10",https://donguri.5ch.net/,垢版,|,,"どうせ死ぬのは自衛隊   

若者には他人事",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:CvA7Tlg40  编号：CvA7Tlg40,编号：CvA7Tlg40,,,,,,,,,,,,,,,,,,,,
"垢版
|
0065 名無しどんぶらこ 2025/11/23(日) 22:51:44.22",https://donguri.5ch.net/,垢版,|,,新華社が作り上げた空想の人物かもしれない,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:FarD2q+n0,,,,,,,,,,,,,,,,,,,,,
"垢版
|
0066 名無しどんぶらこ 2025/11/23(日) 22:52:15.61",https://donguri.5ch.net/,垢版,|,,日本にある国連軍後方司令部の司令官がオーストラリア軍人だったの知らんのか,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:E3JqW+Eq0,,,,,,,,,,,,,,,,,,,,,
