threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,highlight,res_id,js-response,threadview_response_body_link (2),threadview_response_body_link href (2),js-ng-setting href,js-response href,threadview_response_body_link (4)
"垢版
|
0112 名無しどんぶらこ 2025/11/28(金) 09:25:36.95","自民党「アメリカは必ず中国と戦う、戦わせてみせる！」
一部はこういうことで、また一部は、
「中国の台湾海上封鎖には海自を以てこれを排除する！」
「中国との貿易や人的交流は断絶だ！」
「中国による現状の変更はこれを認めん！武力で以て打ち払う！」
ってだろ？
尖閣ですらもうマズくなってると思ってねーんだろー",,,,ID:UfIeXw7w0(2/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0113 名無しどんぶらこ 2025/11/28(金) 09:25:51.26","いや過去の総理は踏み込んでは行けない領域の話まではしてない

壺市がネトウヨにアピるためにやってしまった感じ
大失態だよ",,,,ID:HLlWKPzy0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0114 名無しどんぶらこ 2025/11/28(金) 09:25:58.37",">>106
そりゃ我々日本の民間人は外国人に食わせてもらっているからよw",,>>106,,ID:kCegNbRu0(2/11),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0115 名無しどんぶらこ 2025/11/28(金) 09:26:00.58","無愛想な習近平
笑顔とコミュニケーション能力で世界各国のトップの人たちと
交友の輪を広げていく高市首相個人への嫉妬。",,,,ID:s1cjEhuk0(6/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0116 名無しどんぶらこ 2025/11/28(金) 09:26:13.46",">>109
その理由ならアメリカもアウトでは",,>>109,,ID:tG4mmqf60,2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0117 名無しどんぶらこ 2025/11/28(金) 09:26:17.42","中国がなんかあったらすぐ癇癪起こす子供国家なのはみんな知ってんだから
まともな企業はとっくに脱中国を終えてる",,,,ID:q7jhqwQO0(2/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0118 名無しどんぶらこ 2025/11/28(金) 09:26:18.24","日本の国益よりネトウヨ人気を守ることを選ぶ首相
ここまでくだらん首相も珍しい",,,,ID:5yLEqkBh0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0119 名無しどんぶらこ 2025/11/28(金) 09:26:35.97",ほっといても立憲と中国への支持が減るというw,,,,ID:y2ZTohrL0(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0120 名無しどんぶらこ 2025/11/28(金) 09:26:37.33",曖昧にしてきた日本の立場を壊したのが高市です,,,,ID:Bt76VaD40,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0121 名無しどんぶらこ 2025/11/28(金) 09:26:40.12","気に要らないことが有ったら日本行き禁止
そんな事をする国が何処にあるんだよ
・・・・ごめん、有ったわ、韓国だわ",,,,ID:E4OoSSxG0(3/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0122 名無しどんぶらこ 2025/11/28(金) 09:26:40.34",">>1
１　台湾は同盟国ですか？　→　No
２　台湾が中国と武力衝突したら日本は参戦しますか？　→　Yes
３　なんで？　→　ちゅーごく(共産主義)が悪だから！

あほの三段論法",,>>1,,ID:uDc39NIY0(1/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0123 名無しどんぶらこ 2025/11/28(金) 09:26:40.31","昨日今日突然ってわけでもなく
領土だの領海だの反日だの何だのと
今までも散々それこそ一貫してアレな連中なわけだし

こっちもこっちで「まあまあでもでも〜」とやってきてのコレなわけだし
仮に変わらず一貫してるなら一貫してるで
一貫してるからあっちの連中は相変わらずアレで
こっちの民感情もいよいよもってこうなってるわけだしなぁ",,,,ID:FSQ9PSJZ0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0124 名無しどんぶらこ 2025/11/28(金) 09:26:40.94",高市は台湾の憲法まで踏み込んでて草,,,,ID:QCgnpy230(4/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0125 名無しどんぶらこ 2025/11/28(金) 09:26:45.60","思いつきで発言する高市
しかも過去に自分で有事の件を岸田に問いただす",,,,ID:KehoOCP+0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0126 警備員[Lv.12] 2025/11/28(金) 09:26:47.09",わかったかトランプもう言ってくるなよ,,,,ID:Di9CNROZ0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0127 名無しどんぶらこ 2025/11/28(金) 09:27:03.63",">>107
それな。
台湾有事で集団的自衛権行使するのかしないのか、恐ろしいことに国民はおろか政治家も誰も全く何もわからない",,>>107,,ID:egP/zQwg0(4/7),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0128 名無しどんぶらこ 2025/11/28(金) 09:27:05.22",">>104
首相の答弁で問題があったら「質問した岡田が悪い」とか気が狂ってるとしか思えなかったわ",,>>104,,ID:sn9lYr6u0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0129 名無しどんぶらこ 2025/11/28(金) 09:27:12.82",実際に中国の味方してるしな,,,,ID:2Td6qoN10,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0130 名無しどんぶらこ 2025/11/28(金) 09:27:13.02","中国とは国交断絶でOK
日本人ファーストでいこう！
日本にいるシナ人は全員帰国
中国人のいない日本は素晴らしい！
↓
ｈｔｔｐｓ://profile.ameba.jp/ameba/1234andosatoru",,,,ID:dnBvOT9e0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0131 名無しどんぶらこ 2025/11/28(金) 09:27:19.57",">>116
まさにその通り",,>>116,,ID:HoYuuc2f0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0132 名無しどんぶらこ 2025/11/28(金) 09:27:22.35",例えば俺は輸出用機械部品も運ぶトラックドライバーだしw,,,,ID:kCegNbRu0(3/11),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0133 名無しどんぶらこ 2025/11/28(金) 09:27:23.92","勝手に切れてるだけなんだから日本がやることはねえわ
粛々と議員定数削減　非核三原則見直し　スパイ防止法に着手してればいい
そもそも日本のEEZにミサイル何発も撃ってくる敵国が何切れてんだって話",,,,ID:oc83ac360,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0134 名無しどんぶらこ 2025/11/28(金) 09:27:26.66",">>104
ほんとこれ。",,>>104,,ID:egP/zQwg0(5/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0135 名無しどんぶらこ 2025/11/28(金) 09:27:35.63","ネトウヨ率、日本国民の８０％

爆笑",,,,ID:E4OoSSxG0(4/12),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0136 名無しどんぶらこ 2025/11/28(金) 09:27:36.17",このままアホ市に好き勝手しゃべられると神戸大学までアホ大学と思われるぞ😆笑,,,,ID:stY/NBb40(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0137 名無しどんぶらこ 2025/11/28(金) 09:27:37.05",立憲とか塩かけられたナメクジの最後みたい,,,,ID:y2ZTohrL0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0138 名無しどんぶらこ 2025/11/28(金) 09:27:54.14","変わってないよね。「台湾は中国の一部であるということは
認めない」けど普段はそれは言わない約束にしているってだけ。",,,,ID:gaRBOYTn0(1/13),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0139 名無しどんぶらこ 2025/11/28(金) 09:27:56.64",">>104
与党だから間違ってる
野党だから正しいではなく
その内容で判断したいところ",,>>104,,ID:cW2mJbzU0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0140 名無しどんぶらこ 2025/11/28(金) 09:28:22.93",">>104
たかが芸人が言ってることを真面目に受け取るなよ",,>>104,,ID:gaRBOYTn0(2/13),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0141 名無しどんぶらこ 2025/11/28(金) 09:28:22.99",だって「支持率下げてやるからな！」がオールドメディアの総意ですから,,,,ID:YVxDDNUy0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0142 名無しどんぶらこ 2025/11/28(金) 09:28:24.69","野田「われわれは中道である」

てめーどこ中だよ",,,,ID:bJLVCAIU0(1/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0143 名無しどんぶらこ 2025/11/28(金) 09:28:46.46",">>104
しかも選挙で国民の審判を受けていない高市政権だからな。控え目に言って狂気の沙汰。",,>>104,,ID:egP/zQwg0(6/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0144 名無しどんぶらこ 2025/11/28(金) 09:28:47.94",言う必要あった？,,,,ID:susrL/lB0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0145 名無しどんぶらこ 2025/11/28(金) 09:28:52.43","いつ罵り合ったんだよ
中国政府とメディアが罵ってくるだけで
日本政府もメディアも罵ってないやん",,,,ID:Ds324oF30,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0146 名無しどんぶらこ 2025/11/28(金) 09:28:58.73","中国外相、台湾問題でフランスに支持要請−高市首相発言｢挑発的｣
戦狼外交で欧州に嫌われてた王毅",,,,ID:Q48YEC660(1/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0147 名無しどんぶらこ 2025/11/28(金) 09:29:07.07",自民の広報はバカなのか,,,,ID:sUqTDEzl0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0148 名無しどんぶらこ 2025/11/28(金) 09:29:12.95","中国って砂漠に台湾の街並み作って戦闘練習してるようだって報道されてたし、近々台湾侵攻を考えてたのかね
岡田は中国と会談してたみたいだし日本がそれに関与ないって発言を期待してたんだろかね？バカじゃね？台湾有事で日本が何も影響受けないと思ってんのかな、ヤバくない？",,,,ID:3bCGpT//0(7/7),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0149 名無しどんぶらこ 2025/11/28(金) 09:29:14.64","外交は武器を使わない戦争だよ
どちらの国も自国の利益の為に
言葉で戦ってる",,,,ID:JDuCsXlH0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0150 名無しどんぶらこ 2025/11/28(金) 09:29:16.65","日本は言論の自由があってよかったな

パヨクの望む世界には無いんだぜ",,,,ID:bJLVCAIU0(2/10),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0151 名無しどんぶらこ 2025/11/28(金) 09:29:41.96",">>104
日本人は民主主義ができない嫌い

>>116
経済的に二人のジャイアンにはなす術なし",,>>104,,ID:Ji1IjxqT0(2/2),,>>116,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0152 名無しどんぶらこ 2025/11/28(金) 09:29:42.06",極左の人たちも必死で投稿してんな。,,,,ID:s1cjEhuk0(7/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0153 名無しどんぶらこ 2025/11/28(金) 09:29:42.40",">>113
歴代総理は存立とは別件で中国に怒られてるよ。
石破でさえ核保有発言したり台湾海峡に護衛艦を二回も派遣して中国挑発してる。
高市だけメディア&野党が意図的に大きく騒ぎ立ててる。",,>>113,,ID:E9sz64980(2/4),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0154 名無しどんぶらこ 2025/11/28(金) 09:29:42.66","日本の憲法の解釈もグレーゾーン
台湾の憲法なんて知ったこっちゃない
空気があれば何でもあり。空気がなくても何でもあり
これが壺市",,,,ID:QCgnpy230(5/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0155 名無しどんぶらこ 2025/11/28(金) 09:29:46.41",">>7
「日本は米国の意向から一ミリでも外れたら即リスク国家」という身勝手な前提に立っているだけだ。
そもそも台湾や同盟への姿勢を最も不安定にしてきたのは、政権交代のたびに発言を変えてきた米国のほうだ。
日本の主体的発言を「危険」と見るなら、従属だけを求める同盟観こそが問題だろう。
結局のところこれは“日本が読めない”のではなく“米国が思い通りに動かせないことへの不安”でしかない。",,>>7,,ID:fAYtMyVv0(1/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0156 名無しどんぶらこ 2025/11/28(金) 09:29:51.79",">>127
政府内では決まってたけど今まで公式的には曖昧にしてきたということだよね",,>>127,,ID:Xzsxm8/L0(1/4),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0157 名無しどんぶらこ 2025/11/28(金) 09:30:12.26",">>147
政治と経済は別モノだからよw",,>>147,,ID:kCegNbRu0(4/11),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0158 名無しどんぶらこ 2025/11/28(金) 09:30:13.30",">>1
>中国を利することにつながります。
もうこれ敵国って言っちゃってんじゃんw
やっぱ宣戦布告してたんやんw

お前ら本当にブァカだな
平均的な知能すらないな",,>>1,,ID:cpIE0x5z0(5/21),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0159 名無しどんぶらこ 2025/11/28(金) 09:30:15.70","もう何だよ
詭弁論理学上の遊びじゃねえか",,,,ID:iT19bhVO0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0160 名無しどんぶらこ 2025/11/28(金) 09:30:16.51","嗚呼
ポチ保守",,,,ID:SRjyhl5d0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0161 名無しどんぶらこ 2025/11/28(金) 09:30:20.18",">>122
それ、日本の平和教育の中身だよ。
日本の平和教育は「どんな理由があろうと武力行使は悪いこと」、日本に理由があったにしろ武力行使した日本が悪い、悪い日本は攻撃されても仕方ない。って日本の平和教育がされてる。
そこから台湾有事やウクライナ見ると、台湾有事は中国が悪い、ウクライナ問題はロシアが悪いって流れができやすい。",,>>122,,ID:t2SepxQG0(2/9),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
