threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),notranslate (3),notranslate (4),notranslate (5),notranslate (6),notranslate (7),notranslate (8),notranslate (9),notranslate (10),notranslate (11),notranslate (12),threadview_response_body_link href,threadview_response_body_link,res_id href,res_id,notranslate (13),js-response,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,threadview_response_body_link href (2),threadview_response_body_link (2),js-ng-setting href,js-response href
"垢版
|
0028 名無しどんぶらこ 2025/11/25(火) 23:56:04.42
0028 匿名 Donburako 2025/11/25（星期二）23：56：04.42",https://donguri.5ch.net/,垢版,|,0028 匿名 Donburako 2025/11/25（星期二）23：56：04.42,"ヅランプ    灯
「高市は友人だが　キンペーは国賓だ　高市その意味が解るよな？」
“高市是朋友，但金平是国宾，高市，你明白这意味着什么吧？”",灯,“高市是朋友，但金平是国宾，高市，你明白这意味着什么吧？”,ID：IboUghbK0（2/2）,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:IboUghbK0(2/2)  ID：IboUghbK0（2/2）,,,,,,,,
"垢版
|
0029 名無しどんぶらこ 2025/11/25(火) 23:56:09.94
0029 匿名 Donburako 2025/11/25（星期二）23：56：09.94",https://donguri.5ch.net/,垢版,|,0029 匿名 Donburako 2025/11/25（星期二）23：56：09.94,"レアアースの採掘と精錬を世界中で始めてるから直ぐに中国はスルーされるようになる
由于稀土矿业已在全球各地开展，中国很快将被突破。
何も無い土人の国    一个一无所有的土著之地",由于稀土矿业已在全球各地开展，中国很快将被突破。,一个一无所有的土著之地,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:eW+o9MaY0  ID：eW+o9MaY0,ID：eW+o9MaY0,2,,,,,,
"垢版
|
0030 名無しどんぶらこ 2025/11/25(火) 23:56:32.51
0030 匿名 Donburako 2025/11/25（星期二）23：56：32.51",https://donguri.5ch.net/,垢版,|,0030 匿名 Donburako 2025/11/25（星期二）23：56：32.51,"キンペー「やれ」    金平：“去吧。”
トランプ「はい」    特朗普：“是的。”
仲良いな    我们是好朋友
どうすんのこれ    该怎么处理这个",金平：“去吧。”,特朗普：“是的。”,我们是好朋友,该怎么处理这个,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:mhty7eKD0  ID：mhty7eKD0,ID：mhty7eKD0,,,,,,,
"垢版
|
0031 名無しどんぶらこ 2025/11/25(火) 23:57:04.12
0031 匿名 Donburako 2025/11/25（星期二）23：57：04.12",https://donguri.5ch.net/,垢版,|,0031 匿名 Donburako 2025/11/25（星期二）23：57：04.12,"ちょっとお散歩してるだけだろ    我只是去散个短短的步
危険なことは何もない    没什么危险",我只是去散个短短的步,没什么危险,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:FE3sUKyB0  编号：FE3sUKyB0,编号：FE3sUKyB0,,,,,,,
"垢版
|
0032 名無しどんぶらこ 2025/11/25(火) 23:57:49.99
0032 匿名 Donburako 2025/11/25（星期二）23：57：49.99",https://donguri.5ch.net/,垢版,|,0032 匿名 Donburako 2025/11/25（星期二）23：57：49.99,腫物早苗   肿物早苗,肿物早苗,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:82yNgpOJ0  编号：82yNgpOJ0,编号：82yNgpOJ0,,,,,,,
"垢版
|
0033 名無しどんぶらこ 2025/11/25(火) 23:57:53.01
0033 匿名 Donburako 2025/11/25（星期二）23：57：53.01",https://donguri.5ch.net/,垢版,|,0033 匿名 Donburako 2025/11/25（星期二）23：57：53.01,">>29
すぐっても環境汚染を気にしない国なんてそんなにないし結局中国産も使わないと足りないと思うけど
很少有国家不关心环境污染，我认为如果最终不使用中国产品，这还不够。",很少有国家不关心环境污染，我认为如果最终不使用中国产品，这还不够。,,ID：AhbJ14MK0（2/2）,,,,,,,,,,>>29,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:AhbJ14MK0(2/2)  ID：AhbJ14MK0（2/2）,,1,,,,,,
"垢版
|
0034 名無しどんぶらこ 2025/11/25(火) 23:59:11.82
0034 匿名 Donburako 2025/11/25（星期二）23：59：11.82",https://donguri.5ch.net/,垢版,|,0034 匿名 Donburako 2025/11/25（星期二）23：59：11.82,"日本の存立の危機があろうとて    日本存在危机
アメリカとの友好の存立の危機などはありはしない
与美国的友谊存在不存在危机
そう考えている    我也是这么认为的

タカイチとその一派を詠める詩    关于高市及其学派的诗",日本存在危机,与美国的友谊存在不存在危机,我也是这么认为的,关于高市及其学派的诗,ID：IiuvTfLq0（2/2）,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:IiuvTfLq0(2/2)  ID：IiuvTfLq0（2/2）,,,,,,,,
"垢版
|
0035 名無しどんぶらこ 2025/11/25(火) 23:59:55.88
0035 匿名 Donburako 2025/11/25（星期二）23：59：55.88",https://donguri.5ch.net/,垢版,|,0035 匿名 Donburako 2025/11/25（星期二）23：59：55.88,">>12
そもそも日本はアメリカ軍の支援前提だよ、その立場は今も昔も変わらない
首先，日本建立在美军支持的基础上，这一立场至今和过去都未曾改变",首先，日本建立在美军支持的基础上，这一立场至今和过去都未曾改变,,,,,,,,,,,,>>12,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:qtyWgs6s0  ID：qtyWgs6s0,ID：qtyWgs6s0,,,,,,,
"垢版
|
0036 名無しどんぶらこ 2025/11/26(水) 00:00:34.84
0036 匿名 Donburako 2025/11/26（星期三）00：00：34.84",https://donguri.5ch.net/,垢版,|,0036 匿名 Donburako 2025/11/26（星期三）00：00：34.84,">>29
レアアースの採掘と製錬の時に放射性物質が出るのだが
在稀土的开采和冶炼过程中，放射性物质会释放出来。

シナがシェア90％超える最大の理由は、放射性物質出しまくっても大丈夫な奴隷労働者が大量にいるから
中国市场份额超过90%的最大原因是有大量奴工愿意释放放射性物质。",在稀土的开采和冶炼过程中，放射性物质会释放出来。,中国市场份额超过90%的最大原因是有大量奴工愿意释放放射性物质。,,,,,,,,,,,>>29,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:JMqn19yx0  编号：JMqn19yx0,编号：JMqn19yx0,1,,,,,,
"垢版
|
0037 名無しどんぶらこ 2025/11/26(水) 00:00:40.17
0037 匿名 Donburako 2025/11/26（周三）00：00：40.17",https://donguri.5ch.net/,垢版,|,0037 匿名 Donburako 2025/11/26（周三）00：00：40.17,"高市批判をする奴が多いけど自民党の存在自体が問題だから　　悪政自民党消えろだよ
有很多人批评高市，但自由民主党本身就是个问题，所以自由民主党的糟糕政府应该消失。",有很多人批评高市，但自由民主党本身就是个问题，所以自由民主党的糟糕政府应该消失。,,ID：+6pYFGux0（1/3）,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:+6pYFGux0(1/3)  ID：+6pYFGux0（1/3）,,,,,,,,
"垢版
|
0038 名無しどんぶらこ 2025/11/26(水) 00:01:07.50
0038 匿名 Donburako 2025/11/26（周三）00：01：07.50",https://donguri.5ch.net/,垢版,|,0038 匿名 Donburako 2025/11/26（周三）00：01：07.50,すべての人からウザがられる高市w   高一被所有人嘲笑。,高一被所有人嘲笑。,,ID：RidmHdNO0（1/2）,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:RidmHdNO0(1/2)  ID：RidmHdNO0（1/2）,,,,,,,,
"垢版
|
0039 名無しどんぶらこ 2025/11/26(水) 00:02:37.64
0039 匿名 Donburako 2025/11/26（星期三）00：02：37.64",https://donguri.5ch.net/,垢版,|,0039 匿名 Donburako 2025/11/26（星期三）00：02：37.64,"CIA東京支局の高市コントロールはどうなってんだよ
高市在中央情报局东京局的控制权发生了什么？
CIA東京支局は左派に浸透されてんのか？    中央情报局东京分局被左翼渗透了吗？
至急CIA東京支局の調査を！    尽快调查中央情报局东京分局！",高市在中央情报局东京局的控制权发生了什么？,中央情报局东京分局被左翼渗透了吗？,尽快调查中央情报局东京分局！,,ID：eu6R3PaB0（1/2）,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:eu6R3PaB0(1/2)  ID：eu6R3PaB0（1/2）,,1,,,,,,
"垢版
|
0040 名無しどんぶらこ 2025/11/26(水) 00:03:03.88
0040 匿名 Donburako 2025/11/26（周三）00：03：03.88",https://donguri.5ch.net/,垢版,|,0040 匿名 Donburako 2025/11/26（周三）00：03：03.88,高市世界に迷惑かけるなアホ   高市 别打扰这个笨蛋,高市 别打扰这个笨蛋,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:q5pCrFdz0  ID：q5pCrFdz0,ID：q5pCrFdz0,,,,,,,
"垢版
|
0041 名無しどんぶらこ 2025/11/26(水) 00:03:05.87
0041 匿名 Donburako 2025/11/26（周三）00：03：05.87",https://donguri.5ch.net/,垢版,|,0041 匿名 Donburako 2025/11/26（周三）00：03：05.87,">>33
>>36
環境汚染懸念で欧州が撤退とかは検索済みだよ残念だったな
我已经因为担心环境污染而寻求欧洲撤军。真是遗憾。",我已经因为担心环境污染而寻求欧洲撤军。真是遗憾。,,ID：+6pYFGux0（2/3）,,,,,,,,,,>>33,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:+6pYFGux0(2/3)  ID：+6pYFGux0（2/3）,,1,,,,>>36,,
"垢版
|
0042 名無しどんぶらこ 2025/11/26(水) 00:04:05.25
0042 匿名 Donburako 2025/11/26（星期三）00：04：05.25",https://donguri.5ch.net/,垢版,|,0042 匿名 Donburako 2025/11/26（星期三）00：04：05.25,IDが午前0時で変わったな   我的身份证是在凌晨0点更换的。,我的身份证是在凌晨0点更换的。,,ID：+6pYFGux0（3/3）,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:+6pYFGux0(3/3)  ID：+6pYFGux0（3/3）,,,,,,,,
"垢版
|
0043 名無しどんぶらこ 2025/11/26(水) 00:04:30.78
0043 匿名 Donburako 2025/11/26（周三）00：04：30.78",https://donguri.5ch.net/,垢版,|,0043 匿名 Donburako 2025/11/26（周三）00：04：30.78,"就任一ヶ月で同盟国にフォローされるのはちょっと…
上任一个月内就被盟友关注，真是个笑话......",上任一个月内就被盟友关注，真是个笑话......,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:CtUSc6tz0  编号：CtUSc6tz0,编号：CtUSc6tz0,,,,,,,
"垢版
|
0044 名無しどんぶらこ 2025/11/26(水) 00:06:05.93
0044 匿名 Donburako 2025/11/26（周三）00：06：05.93",https://donguri.5ch.net/,垢版,|,0044 匿名 Donburako 2025/11/26（周三）00：06：05.93,"トランプにはきんぺーから電話して高市にはトランプから電話したで中国人が傷ついてる
我从金平给特朗普打电话给他，从特朗普给高市打电话，中国人民感到受伤",我从金平给特朗普打电话给他，从特朗普给高市打电话，中国人民感到受伤,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:z9+kaRGt0  ID：z9+kaRGt0,ID：z9+kaRGt0,1,,,,,,
"垢版
|
0045 名無しどんぶらこ 2025/11/26(水) 00:06:53.17
0045 匿名 Donburako 2025/11/26（周三）00：06：53.17",https://donguri.5ch.net/,垢版,|,0045 匿名 Donburako 2025/11/26（周三）00：06：53.17,"とういうことで、一旦このまま棚上げして落ち着くのを待ちましょう
所以，先暂停，等它平静下来",所以，先暂停，等它平静下来,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:4gUJJLTj0,,,,,,,,
"垢版
|
0046 名無しどんぶらこ 2025/11/26(水) 00:08:00.21
0046 匿名 Donburako 2025/11/26（周三）00：08：00.21",https://donguri.5ch.net/,垢版,|,0046 匿名 Donburako 2025/11/26（周三）00：08：00.21,ほっとけってチャイナいなくて今が1番いいのに   我真希望我能松一口气，因为没有中国，现在正是最好的时机,我真希望我能松一口气，因为没有中国，现在正是最好的时机,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:Qg+qshGU0  ID：Qg+qshGU0,ID：Qg+qshGU0,,,,,,,
"垢版
|
0047 名無しどんぶらこ 2025/11/26(水) 00:08:33.22
0047 匿名 Donburako 2025/11/26（周三）00：08：33.22",https://donguri.5ch.net/,垢版,|,0047 匿名 Donburako 2025/11/26（周三）00：08：33.22,中国がひとりで勝手に逆上してることが伝わったな   我能感觉到中国正自发走向倒置。,我能感觉到中国正自发走向倒置。,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:Tv0K+D1P0  ID：Tv0K+D1P0,ID：Tv0K+D1P0,,,,,,,
"垢版
|
0048 名無しどんぶらこ 2025/11/26(水) 00:09:10.51
0048 匿名 Donburako 2025/11/26（周三）00：09：10.51",https://donguri.5ch.net/,垢版,|,0048 匿名 Donburako 2025/11/26（周三）00：09：10.51,"トランプは策士だからな頭もいいし    特朗普是个战略家，所以他很聪明。
中国に恩売って物買わせて日台に武器を売り込む    通过向中国卖人情和购买东西来向日本和台湾出售武器
中間選挙対策にもなるしで一石六鳥チャンスだからね
这也是中期选举的措施，所以这是一举六得的机会。",特朗普是个战略家，所以他很聪明。,通过向中国卖人情和购买东西来向日本和台湾出售武器,这也是中期选举的措施，所以这是一举六得的机会。,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:XnKAuZy70  编号：XnKAuZy70,编号：XnKAuZy70,,,,,,,
"垢版
|
0049 名無しどんぶらこ 2025/11/26(水) 00:09:23.73
0049 匿名 Donburako 2025/11/26（周三）00：09：23.73",https://donguri.5ch.net/,垢版,|,0049 匿名 Donburako 2025/11/26（周三）00：09：23.73,"頼むからトランプは黙っていろ    我求你，特朗普，闭嘴。
俺が調停に乗り出すと言いだしたらややこしくなる
如果我开始说我要调解，事情会变得复杂",我求你，特朗普，闭嘴。,如果我开始说我要调解，事情会变得复杂,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:4yVAJBd00  编号：4yVAJBd00,编号：4yVAJBd00,,,,,,,
"垢版
|
0050 名無しどんぶらこ 2025/11/26(水) 00:13:30.80
0050 匿名 Donburako 2025/11/26（周三）00：13：30.80",https://donguri.5ch.net/,垢版,|,0050 匿名 Donburako 2025/11/26（周三）00：13：30.80,"トランプ「迷惑をかけないでほしい」    特朗普：“希望你别打扰我”
きんぺはお母さんに他人に迷惑をかけるなと躾けられなかったのかな？
金佩不是教训她母亲不要打扰别人吗？",特朗普：“希望你别打扰我”,金佩不是教训她母亲不要打扰别人吗？,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:NjT1TyUQ0  ID：NjT1TyUQ0,ID：NjT1TyUQ0,,,,,,,
"垢版
|
0051 名無しどんぶらこ 2025/11/26(水) 00:15:42.44",https://donguri.5ch.net/,垢版,|,,">トランプ氏からの申し出で急きょ実施された日米首脳の電話協議。   

だがキンペーが電話してきた後トランプさんはトゥルースソーシャルに   
「先月末韓国でやった直接会談の内容を確認しあったよ」   
としか書いてないんだわ。   
韓国での会談の後に起きたことは、まるっきり話題にもなってない、まるで何も起きてないような態度なんですよ。   

この現実を無視してフカシこいても通用しないw   

https://x.com/TrumpT.../1993156319306826083
ちなみに高市総理に電話した後のカキコはこれだけw",,,,,,,,,,,,https://x.com/TrumpTruthOnX/status/1993156319306826083,https://x.com/TrumpT.../1993156319306826083,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:h4GiEnFw0  ID：h4GiEnFw0,ID：h4GiEnFw0,,,,,,,
