threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),notranslate (3),notranslate (4),notranslate (5),notranslate (6),threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),notranslate (7),notranslate (8),threadview_response_body_link href (3),threadview_response_body_link (3),notranslate (9),notranslate (10),notranslate (11),res_id href,res_id,notranslate (12),js-response,notranslate (14),notranslate (15),js-ng-setting href,js-response href,threadview_response_body_embedlink href,threadview_response_body_thumbnail src
"垢版
|
0037 嫌儲のユダー(米国は既に未来と通信しています) 2025/11/23(日) 19:11:51.83
0037 讨厌金钱的犹大（美国已经在与未来沟通）2025/11/23（周日）19：11：51.83",https://donguri.5ch.net/,垢版,|,0037 讨厌金钱的犹大（美国已经在与未来沟通）2025/11/23（周日）19：11：51.83,">>1
米国(ユダヤ)は既に未来と通信しています。    美国（犹太人）已经与未来进行了沟通。
未来の知見と未来技術でこの世界を裏で完全に統制しています。
我们正凭借未来的知识和技术，在幕后完全掌控着这个世界。
この世界の出来事は全て茶番です。日本の政治も裏で統制されています。
这个世界上的一切事件都是闹剧。 日本的政治也在幕后被控制。

ユダヤは未来を知った上で、現在(過去)において色々と動いてきます。
在知道未来后，犹大在当下（过去）以各种方式行动。
米国の要人がお世辞を言うのは、高市が長く続くのを知っているからです。
美国贵宾奉承他们的原因是知道高市能长久存在。
高市が長く続くのは間違いない。    毫无疑问，高市会长久存在。

ユダヤが後ろ盾にいる以上は選挙に勝つでしょう。
只要犹太人得到支持，他们就会赢得选举。

ユダヤの末端工作員はあらゆる分野にゴキブリのようにいます。
犹太低端特工在各行各业都像蟑螂。
ある時は統一の仮面を被ったり、ある時は創価の仮面を被ったりして、
有时我戴着统一的面具，有时我戴着索卡的面具，
政治情勢に応じて支援する人物を変えます。特定の組織に固執することはない。
根据政治形势更换你支持的人。 不要局限于某个特定组织。

さらに、傘下のメディア言論人を操って印象操作をするだけでなく、
此外，不仅纵媒体及其旗下媒体来控印象，
電磁波兵器で大衆の感情を操ったりします。    他们用电磁波武器控公众情绪。
高市の時に中国との間で紛争が起こり、憲法が改正されるかもしれません。
在高市时期，可能与中国发生争端，宪法也可能被修改。",美国（犹太人）已经与未来进行了沟通。,毫无疑问，高市会长久存在。,我们正凭借未来的知识和技术，在幕后完全掌控着这个世界。,这个世界上的一切事件都是闹剧。 日本的政治也在幕后被控制。,在知道未来后，犹大在当下（过去）以各种方式行动。,,>>1,,,他们用电磁波武器控公众情绪。,美国贵宾奉承他们的原因是知道高市能长久存在。,,,有时我戴着统一的面具，有时我戴着索卡的面具，,只要犹太人得到支持，他们就会赢得选举。,犹太低端特工在各行各业都像蟑螂。,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:PH3NYNVO0(1/6)  ID：PH3NYNVO0（1/6）,根据政治形势更换你支持的人。 不要局限于某个特定组织。,,在高市时期，可能与中国发生争端，宪法也可能被修改。,ID：PH3NYNVO0（1/6）,,,,
"垢版
|
0038 名無しどんぶらこ 2025/11/23(日) 19:11:58.95
0038 匿名 Donburako 2025/11/23（周日）19：11：58.95",https://donguri.5ch.net/,垢版,|,0038 匿名 Donburako 2025/11/23（周日）19：11：58.95,台湾侵攻まだー？   台湾入侵已经开始了吗？,台湾入侵已经开始了吗？,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:zaE3rTyY0  ID：zaE3rTyY0,ID：zaE3rTyY0,,,,,,,
"垢版
|
0039 名無しどんぶらこ 2025/11/23(日) 19:12:03.44
0039 匿名 Donburako 2025/11/23（周日）19：12：03.44",https://donguri.5ch.net/,垢版,|,0039 匿名 Donburako 2025/11/23（周日）19：12：03.44,">>1
王毅は日本をよく知ってるからホントは軍国主義とはほど遠いことは知ってる。まあパフォーマンスだよね。
王毅非常了解日本，所以他知道日本离军国主义还很远。 嗯，这是一场表演。",王毅非常了解日本，所以他知道日本离军国主义还很远。 嗯，这是一场表演。,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:j9t87Gjs0  ID：j9t87Gjs0,ID：j9t87Gjs0,,,,,,,
"垢版
|
0040 嫌儲のユダー(米国は既に未来と通信しています) 2025/11/23(日) 19:12:07.49
0040 财富的尤达（美国已与未来沟通）2025/11/23（星期日）19：12：07.49",https://donguri.5ch.net/,垢版,|,0040 财富的尤达（美国已与未来沟通）2025/11/23（星期日）19：12：07.49,"米国(ユダヤ)は既に未来と通信しています。    美国（犹太人）已经与未来进行了沟通。
未来の知見と未来技術でこの世界を裏で完全に統制しています。
我们正凭借未来的知识和技术，在幕后完全掌控着这个世界。
この世界の出来事は全て茶番です。    这个世界上的一切事件都是闹剧。

この世界の政治には、ユダヤによる配役とユダヤの演出があるだけです。
在这个世界的政治中，只有犹太角色和犹太制作。
昨今のユダヤの演出を窺うと高市の時に中国との間で紛争を起こそうとしている可能性がある。
从最近的犹太作品来看，他可能试图在高井一时代与中国制造冲突。

・メディア言論人などによる異様なヤジへの批判    ·媒体记者对奇怪嘘声的批评等
→批判を封じて独裁的な権力を事実上付与し、戦争を遂行させる。
→阻挡批评，实际上赋予独裁权力发动战争。

・米兵の前での情緒的な演説と軽いノリ    ·美军士兵面前的感人演讲和轻快节奏
→法に合致していなくても情緒とノリで米軍の支援を押し通させる。
即使不遵守→法，也会以情感和热情推动美军的支持。

・スパイ防止法    ·反间谍法
→日中要人の意見交換を妨げて、戦争の回避や和平を困難にさせる。
→阻碍了日中贵宾之间的意见交流，使得避免战争和和平变得困难。

・国旗損壊罪
→国民よりも国旗(国)を上に置いて、国の命令に逆らえない風潮を起こして戦争遂行。
→通过将国旗（国家）高高举在人民之上，制造了无法违抗国家命令的趋势来发动战争。

・議員定数削減    ・ 议员定数削减
→これまでの経緯を無視して比例定数だけを削減し(左派を潰し)、政権を独裁的にして戦争遂行。
→迄今无视历史，只降低了比例常数（镇压左翼），使政府变得独裁，并发动战争。",美国（犹太人）已经与未来进行了沟通。,这个世界上的一切事件都是闹剧。,我们正凭借未来的知识和技术，在幕后完全掌控着这个世界。,在这个世界的政治中，只有犹太角色和犹太制作。,从最近的犹太作品来看，他可能试图在高井一时代与中国制造冲突。,,,,,·媒体记者对奇怪嘘声的批评等,→阻挡批评，实际上赋予独裁权力发动战争。,,,·美军士兵面前的感人演讲和轻快节奏,即使不遵守→法，也会以情感和热情推动美军的支持。,→阻碍了日中贵宾之间的意见交流，使得避免战争和和平变得困难。,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:PH3NYNVO0(2/6)  ID：PH3NYNVO0（2/6）,→通过将国旗（国家）高高举在人民之上，制造了无法违抗国家命令的趋势来发动战争。,,→迄今无视历史，只降低了比例常数（镇压左翼），使政府变得独裁，并发动战争。,ID：PH3NYNVO0（2/6）,,,,
"垢版
|
0041 名無しどんぶらこ 2025/11/23(日) 19:12:09.73
0041 匿名 Donburako 2025/11/23（周日）19：12：09.73",https://donguri.5ch.net/,垢版,|,0041 匿名 Donburako 2025/11/23（周日）19：12：09.73,"戦前から一ミリも成長してないからな    自从战争前我一毫米都没长高。
高市支持者って台湾のこと満州だと思ってる    高市支持者认为台湾就是满洲",自从战争前我一毫米都没长高。,高市支持者认为台湾就是满洲,ID：zjT7eMO00（3/9）,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:zjT7eMO00(3/9)  ID：zjT7eMO00（3/9）,,,,,,,,
"垢版
|
0042 名無しどんぶらこ 2025/11/23(日) 19:12:10.50
0042 匿名 Donburako 2025/11/23（周日）19：12：10.50",https://donguri.5ch.net/,垢版,|,0042 匿名 Donburako 2025/11/23（周日）19：12：10.50,47人発狂スレきたぁ！   47个人疯了！,47个人疯了！,,ID：M+cCZLkS0（1/16）,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:M+cCZLkS0(1/16)  ID：M+cCZLkS0（1/16）,,,,,,,,
"垢版
|
0043 名無しどんぶらこ 2025/11/23(日) 19:12:14.59
0043 匿名 Donburako 2025/11/23（周日）19：12：14.59",https://donguri.5ch.net/,垢版,|,0043 匿名 Donburako 2025/11/23（周日）19：12：14.59,習近平の汚い首を斬る英雄現れないかな   不知道会不会有英雄出现，习近平的“脏脑袋”砍下,不知道会不会有英雄出现，习近平的“脏脑袋”砍下,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:XopKkKjT0  编号：XopKkKjT0,编号：XopKkKjT0,,,,,,,
"垢版
|
0044 名無しどんぶらこ 2025/11/23(日) 19:12:35.34
0044 匿名 Donburako 2025/11/23（周日）19：12：35.34",https://donguri.5ch.net/,垢版,|,0044 匿名 Donburako 2025/11/23（周日）19：12：35.34,オウキは軍国主義しか言えないようだ   奥基似乎除了军国主义什么都说不出,奥基似乎除了军国主义什么都说不出,,ID：P7GT2Ren0（1/3）,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:P7GT2Ren0(1/3)  ID：P7GT2Ren0（1/3）,,,,,,,,
"垢版
|
0045 名無しどんぶらこ 2025/11/23(日) 19:12:36.89
0045 匿名 Donburako 2025/11/23（星期日）19：12：36.89",https://donguri.5ch.net/,垢版,|,0045 匿名 Donburako 2025/11/23（星期日）19：12：36.89,"ロシアがドイツ役担当で中国が日本役担当くらいの感じ
感觉俄罗斯掌控着德国，中国掌控着日本。",感觉俄罗斯掌控着德国，中国掌控着日本。,,ID：ktC+fdi30（1/2）,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:ktC+fdi30(1/2)  ID：ktC+fdi30（1/2）,,,,,,,,
"垢版
|
0046 嫌儲のユダー(米国は既に未来と通信しています) 2025/11/23(日) 19:12:39.09
0046 讨厌金钱的犹大（美国已与未来沟通）2025/11/23（星期日）19：12：39.09",https://donguri.5ch.net/,垢版,|,0046 讨厌金钱的犹大（美国已与未来沟通）2025/11/23（星期日）19：12：39.09,"米国(ユダヤ)は既に未来と通信しています。    美国（犹太人）已经与未来进行了沟通。
未来の知見と未来技術でこの世界を裏で完全に統制しています。
我们正凭借未来的知识和技术，在幕后完全掌控着这个世界。
この世界の出来事は全て茶番です。    这个世界上的一切事件都是闹剧。

ユダヤは未来を知った上で、未来を都合よく変えるために、現在(過去)において色々と動いてきます。
在知道未来后，犹太教以各种方式在当下（过去）中移动，方便地改变未来。
公明党の連立離脱もユダヤの仕掛けです。未来において中国との戦争を起こすのに邪魔だったのでしょう。
公明党退出联盟也是犹太人的噱头。 这一定是未来与中国开战的障碍。

この様子だと高市の時に中国との間で武力衝突が起こる可能性はかなり高い。
在这种情况下，高市任内与中国爆发武装冲突的可能性很大。",美国（犹太人）已经与未来进行了沟通。,这个世界上的一切事件都是闹剧。,我们正凭借未来的知识和技术，在幕后完全掌控着这个世界。,在知道未来后，犹太教以各种方式在当下（过去）中移动，方便地改变未来。,公明党退出联盟也是犹太人的噱头。 这一定是未来与中国开战的障碍。,,,,,,在这种情况下，高市任内与中国爆发武装冲突的可能性很大。,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:PH3NYNVO0(3/6)  ID：PH3NYNVO0（3/6）,,,,ID：PH3NYNVO0（3/6）,,,,
"垢版
|
0047 名無しどんぶらこ 2025/11/23(日) 19:12:53.93
0047 匿名 Donburako 2025/11/23（周日）19：12：53.93",https://donguri.5ch.net/,垢版,|,0047 匿名 Donburako 2025/11/23（周日）19：12：53.93,">>1
黙れこの侵略者が。    闭嘴，这个入侵者。",闭嘴，这个入侵者。,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:cjn2tyoH0  ID：cjn2tyoH0,ID：cjn2tyoH0,,,,,,,
"垢版
|
0048 嫌儲のユダー(米国は既に未来と通信しています) 2025/11/23(日) 19:12:56.61
0048 讨厌金钱的犹大（美国已与未来沟通）2025/11/23（星期日）19：12：56.61",https://donguri.5ch.net/,垢版,|,0048 讨厌金钱的犹大（美国已与未来沟通）2025/11/23（星期日）19：12：56.61,"米国(ユダヤ)は既に未来と通信しています。あらゆる未来技術を備えています。
美国（犹太人）已经与未来进行了沟通。 它拥有所有未来的技术。
それでこの世界を裏で完全に統制しています。この世界の出来事は全て茶番です。
所以我完全掌控着这个世界。 这个世界上的一切事件都是闹剧。
台湾有事もです。    台湾也发生了紧急情况。

日本は中国との間で中台は一つだという条約に調印しています。
日本与中国签署了条约，称中国和台湾合为一体。
その認識は米国においても同様です。だから、国連に台湾が加盟できない。
美国的观感也是如此。 因此，台湾无法加入联合国。
従って、台湾有事は中国の内戦です。    因此，台湾紧急状态是中国的内战。

中国の内戦である台湾有事に日本が巻き込まれるのは、
日本参与了台湾应急，即中国内战。
台湾有事が起こって米軍が介入すると、    当台湾紧急事件发生，美军介入时，
安倍政権が解釈改憲して立てた安保法制と日米同盟により、
根据安倍政府和日美同盟制定的安全立法，
米軍を支援しなければならないからです。    因为我们必须支持美国军队。

日本が台湾有事に巻き込まれるのは、国際法を破って台湾有事に介入する米国のせいです。
日本介入台湾紧急状态是因为美国违反国际法并介入台湾紧急状态。
すべて日本を台湾有事に巻き込もうとする米国の茶番です。
这一切都是美国试图将日本卷入台湾紧急状态的闹剧。",美国（犹太人）已经与未来进行了沟通。 它拥有所有未来的技术。,台湾也发生了紧急情况。,所以我完全掌控着这个世界。 这个世界上的一切事件都是闹剧。,日本与中国签署了条约，称中国和台湾合为一体。,美国的观感也是如此。 因此，台湾无法加入联合国。,,,,,因此，台湾紧急状态是中国的内战。,日本参与了台湾应急，即中国内战。,,,当台湾紧急事件发生，美军介入时，,根据安倍政府和日美同盟制定的安全立法，,日本介入台湾紧急状态是因为美国违反国际法并介入台湾紧急状态。,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:PH3NYNVO0(4/6)  ID：PH3NYNVO0（4/6）,这一切都是美国试图将日本卷入台湾紧急状态的闹剧。,1,因为我们必须支持美国军队。,ID：PH3NYNVO0（4/6）,,,,
"垢版
|
0049 名無しどんぶらこ 2025/11/23(日) 19:13:09.80
0049 匿名 Donburako 2025/11/23（星期日）19：13：09.80",https://donguri.5ch.net/,垢版,|,0049 匿名 Donburako 2025/11/23（星期日）19：13：09.80,">>1
中国も９条を導入すればぁ？    如果中国也引入第九条会怎样？",如果中国也引入第九条会怎样？,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:dp5Ie+n00  ID：dp5Ie+n00,ID：dp5Ie+n00,,,,,,,
"垢版
|
0050 名無しどんぶらこ 2025/11/23(日) 19:13:12.70
0050 匿名 Donburako 2025/11/23（周日）19：13：12.70",https://donguri.5ch.net/,垢版,|,0050 匿名 Donburako 2025/11/23（周日）19：13：12.70,">>1
バチバチの内政干渉    破解内部事务干涉

アホなんか中国人は    愚蠢的中国人",破解内部事务干涉,愚蠢的中国人,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:vWqTf6nN0  ID：vWqTf6nN0,ID：vWqTf6nN0,1,,,,,,
"垢版
|
0051 嫌儲のユダー(米国は既に未来と通信しています) 2025/11/23(日) 19:13:24.10
0051 讨厌金钱的犹大（美国已与未来沟通）2025/11/23（周日）19：13：24.10",https://donguri.5ch.net/,垢版,|,0051 讨厌金钱的犹大（美国已与未来沟通）2025/11/23（周日）19：13：24.10,">>48
分割統治    分割统治
ぶんかつとうち    文胜与内
divide and rule
分而治之

支配者が被支配者を分割、すなわち被支配者の団結を妨げて分裂させ、それをもって統治を容易にさせようと
统治者分裂被统治者，即阻碍被统治者的团结并分裂他们，从而使治理更为便捷。
すること。「分割して統治せよ」ということばは、元来は古代ローマ帝国のその支配地域における統治術をさ
要做的事。 “分而治之”这一短语最初指的是古罗马帝国统治地区的治理艺术。
したものである。そこでは被支配部族・民族が互いに離反・対立するように策し、ローマの支配に対する彼ら
事情已经结束了。 在那里，被统治的部落和民族密谋反抗，反对罗马统治。
の敵愾心(てきがいしん)を分散させ、被支配者の連帯よりもローマへの忠誠心を生み出すようにした。そうす
它消除了被统治者的敌意，制造了对罗马的忠诚，而非被统治者的团结。 没错
ることでローマ帝国の統治を容易にした。こうした統治術は植民地時代に欧州列強によって用いられ、イギリ
通过这样做，罗马帝国的统治变得更加容易。 这种治理方式在殖民时代被欧洲列强采用，确实如此
スやフランスなどは分割統治を原則として植民地住民を統治した。たとえば、スーダンにおける統治でイギリ
苏和法国基于分治原则统治殖民者。 例如，在苏丹治理中，伊吉里
スは北部住民（アラブ系）と南部住民（ネグロイド系）の対立を利用し、南部住民を軍隊に用いて北部住民を
利用北方居民（阿拉伯人）与南方居民（尼格罗伊人）之间的冲突，利用南方居民在军队中击败北方居民。
抑え込むなどした。    我压抑了它。",分割统治,文胜与内,统治者分裂被统治者，即阻碍被统治者的团结并分裂他们，从而使治理更为便捷。,要做的事。 “分而治之”这一短语最初指的是古罗马帝国统治地区的治理艺术。,事情已经结束了。 在那里，被统治的部落和民族密谋反抗，反对罗马统治。,,>>48,,,我压抑了它。,它消除了被统治者的敌意，制造了对罗马的忠诚，而非被统治者的团结。 没错,,,通过这样做，罗马帝国的统治变得更加容易。 这种治理方式在殖民时代被欧洲列强采用，确实如此,苏和法国基于分治原则统治殖民者。 例如，在苏丹治理中，伊吉里,利用北方居民（阿拉伯人）与南方居民（尼格罗伊人）之间的冲突，利用南方居民在军队中击败北方居民。,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:PH3NYNVO0(5/6)  ID：PH3NYNVO0（5/6）,分而治之,,,ID：PH3NYNVO0（5/6）,,,,
