threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),threadview_response_body_link (3),js-response href,highlight,res_id,js-response
"垢版
|
0100 名無しどんぶらこ 2025/11/28(金) 06:38:52.01","シナ
えっ、呼ばれちゃっよ
何土産にするんだ？
台湾侵攻しない以外に出来ることあるだろうか　笑",,,,,,,,ID:jr9Ymx/S0(5/17),
"垢版
|
0101 名無しどんぶらこ 2025/11/28(金) 06:38:58.55",アメリカの台湾独立工作が一番の問題だろｗ,,,,,,,,ID:aW8ck9Ei0,
"垢版
|
0102 名無しどんぶらこ 2025/11/28(金) 06:39:10.35",">>42
問題の高市答弁にはアメリカ軍が入っていない。日本単独だよ。",,>>42,,,,,,ID:oPMqm8Hh0,
"垢版
|
0103 名無しどんぶらこ 2025/11/28(金) 06:39:37.90",">>91
レアアース規制回避して大豆輸入再開目指してるのに高市発言は足引っ張るだけだからな",,>>91,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:AQSlyFnt0(3/10),1
"垢版
|
0104 名無しどんぶらこ 2025/11/28(金) 06:39:53.16","高市のイキり癖は治療しとかないとな
同盟国に迷惑かけんな",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:uxfkxyuR0(4/9),1
"垢版
|
0105 名無しどんぶらこ 2025/11/28(金) 06:39:54.24",">>50
キチガイの言うことを真に受けてて草",,>>50,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:+ZB0e+2H0(2/3),1
"垢版
|
0106 名無しどんぶらこ 2025/11/28(金) 06:40:00.02","ええやん
チョン市は首相の座に恋々とし大いに米中を困らせてやんなw",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:3El4J1fh0,1
"垢版
|
0107 名無しどんぶらこ 2025/11/28(金) 06:40:00.37",">>94
アジアのリーダーに相応しいのは日本だけ。但し、自民党や立憲では無理",,>>94,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:cFvLGp0j0(3/4),1
"垢版
|
0108 名無しどんぶらこ 2025/11/28(金) 06:40:06.20",金のないシナ虫は、虫未満,,,,,,,,ID:jr9Ymx/S0(6/17),
"垢版
|
0109 名無しどんぶらこ 2025/11/28(金) 06:40:10.67",">>96
これでネトウヨは反日マスゴミがーしてるんだから
完全に境界知能だよなwww",,>>96,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:oRzB/F+30(4/38),1
"垢版
|
0110 名無しどんぶらこ 2025/11/28(金) 06:40:46.14",まさにキンペーの犬,,,,,,,,ID:dE+bTDEv0,
"垢版
|
0111 名無しどんぶらこ 2025/11/28(金) 06:40:58.53",">>106
すげーじゃん
ポチミンスと違って",,>>106,,,,,,ID:jr9Ymx/S0(7/17),
"垢版
|
0112 名無しどんぶらこ 2025/11/28(金) 06:41:01.01",">>98
その他国の軍事力を皮算用にイキリ散らかしただけだからな
勝手に計算に入れられたアメリカにしてみりゃ、黙っとけ雑魚と叱りつけるのも当たり前",,>>98,,,,,,ID:4x0PVMK20(3/4),
"垢版
|
0113 名無しどんぶらこ 2025/11/28(金) 06:41:01.39",台湾有事の発言をした理由が同じ回答してるだけだと予算委員会を止められるとかいう意味不明なこと言っててほんまやばいと思った。,,,,,,,,ID:p7/SvrNh0,
"垢版
|
0114 名無しどんぶらこ 2025/11/28(金) 06:41:20.50","高市は理性よりも感情が勝って全てをぶち壊してしまう女の典型だよな
介護する方は大変だよ",,,,,,,,ID:yFi5kcb50(3/5),
"垢版
|
0115 名無しどんぶらこ 2025/11/28(金) 06:41:25.08",これに政府が抗議しなければ認めることになるぞ,,,,,,,,ID:lQHhr5rZ0(1/2),
"垢版
|
0116 名無しどんぶらこ 2025/11/28(金) 06:41:33.92",">>103
バカ市ってバカなの？",,>>103,,,,,,ID:TNRcMGvq0,
"垢版
|
0117 名無しどんぶらこ 2025/11/28(金) 06:41:52.15",日本政府関係者(共同),,,,,,,,ID:2Td6qoN10,
"垢版
|
0118 名無しどんぶらこ 2025/11/28(金) 06:41:54.95",">>95
高市総理の「そんなことよりも」発言を釈明　木原官房長官「急いで話題転換する趣旨」 [ぐれ★]
https://asahi.5ch.ne...newsplus/1764247087/",https://asahi.5ch.net/test/read.cgi/newsplus/1764247087/,https://asahi.5ch.ne...newsplus/1764247087/,,>>95,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:LvasirBo0(2/4),1
"垢版
|
0119 名無しどんぶらこ 2025/11/28(金) 06:41:55.61",トランプには決して近寄れないりっけんのミンスさん！,,,,,,,,ID:jr9Ymx/S0(8/17),
"垢版
|
0120 名無しどんぶらこ 2025/11/28(金) 06:42:25.82","大概な態度を取り続けてる中国に言及せず日本に言及してる時点でアメリカが日本の友好国ではないな
>>105",,>>105,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:5c0nWVUz0(2/2),1
"垢版
|
0121 名無しどんぶらこ 2025/11/28(金) 06:42:36.00","ネトウヨ「アメリカが助けてくれる！」
トランプ「バーカ黙ってろカス市！」
wwwwwwwwwwwww",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:oRzB/F+30(5/38),2
"垢版
|
0122 名無しどんぶらこ 2025/11/28(金) 06:42:51.07",">>118
いつものおパヨ様の揚げ足取りなのに大変だな　笑",,>>118,,,,,,ID:jr9Ymx/S0(9/17),
"垢版
|
0123 名無しどんぶらこ 2025/11/28(金) 06:43:26.34","高市支持層って基本トランプ大好きだろ
自分の中でどう折り合いつけてんのw",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:Ey1BlH9l0,1
"垢版
|
0124 名無しどんぶらこ 2025/11/28(金) 06:43:39.01","トランプなんて高市の名前すら覚えてないんだよな
あいつ大国大好きだから中国ロシアみたいなのと並んで最強でいたいんだろうな
この大国３つが組んだら度の国も逆らえないわな",,,,,,,,ID:T99swhKf0(1/3),
"垢版
|
0125 名無しどんぶらこ 2025/11/28(金) 06:43:45.65","台湾有事が起きたら起きたで武力による制圧がなされてアメリカ人に被害が有ればトランプだって動かざる負えない
自国民がやられて静観なんてあり得ないからな",,,,,,,,ID:4ZXQVyw00,
"垢版
|
0126 名無しどんぶらこ 2025/11/28(金) 06:43:56.08",">>104
一部の知恵遅れネトウヨは幼稚なイキり芸を国の強さと勘違いしているからね
まあ韓国カルトだから仕方ないけど(笑)
日本人には無い風習",,>>104,,,,,,ID:4x0PVMK20(4/4),
"垢版
|
0127 名無しどんぶらこ 2025/11/28(金) 06:43:59.34",">>123
ネトウヨ「トランプはパヨク！」
wwwwwwwwww",,>>123,,,,,,ID:oRzB/F+30(6/38),
"垢版
|
0128 名無しどんぶらこ 2025/11/28(金) 06:43:59.61","空母の上でピョンピョンしてブンブン尻尾振ってたのに…
なんでも言うこと聞くペットとしか思われてない
なんでウヨは怒らないの？壺だから壺首相ならなんでもいいの？
ペットだよ、これ",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:cjjPousD0(2/3),2
"垢版
|
0129 名無しどんぶらこ 2025/11/28(金) 06:44:13.39",">>121
りっけんほか日本のおパヨ様
さすがトランプ、やる時はやるね！
トランプ
お前らゴミは排除の対象
笑",,>>121,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:jr9Ymx/S0(10/17),1
"垢版
|
0130 名無しどんぶらこ 2025/11/28(金) 06:44:28.07",">>69
それはトランプの感想じゃなくて
ただのおまえの感想じゃん",,>>69,,,,,,ID:uQJA34gS0(1/3),
"垢版
|
0131 名無しどんぶらこ 2025/11/28(金) 06:44:51.36",エスカレートさせてんのは中国なんだよなぁ,,,,,,,,ID:7t368szp0(1/3),
"垢版
|
0132 名無しどんぶらこ 2025/11/28(金) 06:44:52.27",">>120
アメリカもショボくなった
米国大統領がキンペーの小間使いになるとはね",,>>120,,,,,,ID:+ZB0e+2H0(3/3),
"垢版
|
0133 名無しどんぶらこ 2025/11/28(金) 06:45:06.90","へートランプは「要請」したんだな
トランプ要請を断るのか高市は？

反米反中でいくのか？",,,,,,,,ID:txI7+qG50(1/7),
"垢版
|
0134 名無しどんぶらこ 2025/11/28(金) 06:45:12.54","日本も充分にメンツの国


というかメンツの内閣か",,,,,,,,ID:dryDCxY60(1/8),
"垢版
|
0135 名無しどんぶらこ 2025/11/28(金) 06:45:17.45",">>128
アメポチじゃなかった時代ってあったっけ？
教えてくれる？",,>>128,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:0C/VTNdW0(1/2),1
"垢版
|
0136 名無しどんぶらこ 2025/11/28(金) 06:45:20.91",">>109
ネトウヨ∶違う！違う！違う！
世界を牛耳るニューワールドオーダー
オールドメディアの陰謀ダァ～～。",,>>109,,,,,,ID:xCX9UvMm0(1/10),
"垢版
|
0137 名無しどんぶらこ 2025/11/28(金) 06:45:32.09","高市はあまりにも外交に疎いようで、外務官僚のレクチャを鵜呑みにしてしまってる。
だから今更ピント外れのウクライナ支持を表明したりする。
外務官僚が元凶だろう",,,,,,,,ID:cFvLGp0j0(4/4),
"垢版
|
0138 名無しどんぶらこ 2025/11/28(金) 06:45:32.26","でも日本の総理が中国に謝罪なんてしたら
自民党は終わりですよ",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:tLbBuzHQ0(2/2),1
"垢版
|
0139 名無しどんぶらこ 2025/11/28(金) 06:45:43.08",">>129
何言ってるかわからん??????
キチガイネトウヨ日本語勉強してwwwwwww",,>>129,,,,,,ID:oRzB/F+30(7/38),
"垢版
|
0140 名無しどんぶらこ 2025/11/28(金) 06:45:44.31",今回の騒動で台湾侵攻時期が遅れて、りっけん消滅時期が早まったんじゃね,,,,,,,,ID:jr9Ymx/S0(11/17),
"垢版
|
0141 名無しどんぶらこ 2025/11/28(金) 06:45:51.07","あいつ嫌いじゃ世の中やっていけんよ
幼稚な子供じゃないんだから",,,,,,,,ID:a4PnawL30,
"垢版
|
0142 名無しどんぶらこ 2025/11/28(金) 06:45:54.20","中国の脅威が差し迫ってるというのに
アメリカとの距離縮まらず
って感じ",,,,,,,,ID:uxfkxyuR0(5/9),
"垢版
|
0143 名無しどんぶらこ 2025/11/28(金) 06:45:57.29","あの無茶苦茶なトランプなんかに叱られるなんて末代までの恥だよ
高市はトランプ以上の馬鹿だと確定しちゃったな",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:yFi5kcb50(4/5),1
"垢版
|
0144 名無しどんぶらこ 2025/11/28(金) 06:46:00.07","早苗「そろそろ始めようかしら！」
クマのプーさん「なんでやねん」
トラちゃん「まだや」

なんでこうなった…。",,,,,,,,ID:I0nJV47G0,
"垢版
|
0145 名無しどんぶらこ 2025/11/28(金) 06:46:01.35",チョン市は米中両首脳に『人はパンのみにて生きるにあらず』を思い知らせてやりなw,,,,,,,,ID:kCegNbRu0(1/17),
"垢版
|
0146 名無しどんぶらこ 2025/11/28(金) 06:46:11.29","習近平が1時間懇願して
トランプが形だけ高市に10分電話
しかし撤回要請無し

笑っちゃう",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:GYnoYJAl0(1/2),1
"垢版
|
0147 名無しどんぶらこ 2025/11/28(金) 06:46:15.39",">>92
高市も鳩山と同じく虎の尾を踏んでしまったということか",,>>92,,,,,,ID:TJTh6T/o0,
"垢版
|
0148 名無しどんぶらこ 2025/11/28(金) 06:46:16.78","わー
おパヨ様が発狂してるよ　笑",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:jr9Ymx/S0(12/17),2
"垢版
|
0149 名無しどんぶらこ 2025/11/28(金) 06:46:17.15","共同がデマとか言ってる奴ネトウヨはネットで真実なのがウケる(笑)
1ビット脳のネトウヨだからデマと思い込むしか救いがないのはわかるけど(笑)",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:23rtA+tf0,1
"垢版
|
0150 名無しどんぶらこ 2025/11/28(金) 06:46:52.36",それより、官房長官はなぜ嘘をついたのか？,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:S4YW0CmQ0,1
"垢版
|
0151 名無しどんぶらこ 2025/11/28(金) 06:47:06.72",フェイクニュース！！！！！！,,,,,,,,ID:wN3tQeby0,
"垢版
|
0152 名無しどんぶらこ 2025/11/28(金) 06:47:07.67",中国は台湾侵攻より先に尖閣獲りにくるな,,,,,,,,ID:IKGf9jm10(1/2),
"垢版
|
0153 名無しどんぶらこ 2025/11/28(金) 06:47:15.34",じゃあ米軍攻撃されても放置しますねって言えばいいんじゃね,,,,,,,,ID:x7aOD4Qz0(1/7),
"垢版
|
0154 名無しどんぶらこ 2025/11/28(金) 06:47:20.99","結局デマでも何でも無かった
ネトウヨ涙目",,,,,,,,ID:Oa6QK9/e0(1/3),
"垢版
|
0155 名無しどんぶらこ 2025/11/28(金) 06:47:22.28",">>121
それが本当なら危機感を持ったのは台湾人だよな
中国が侵攻してきてもアメリカは手を出さないって",,>>121,,,,,,ID:uQJA34gS0(2/3),
"垢版
|
0156 名無しどんぶらこ 2025/11/28(金) 06:47:25.37",">>148
id真っ赤のお前が言うなよ",,>>148,,,,,,ID:tP1/7tOe0,
"垢版
|
0157 名無しどんぶらこ 2025/11/28(金) 06:47:25.97",">>146
おパヨ様
見えないぞ！見えないぞ！
聞こえないぞ！聞こえないぞ！",,>>146,,,,,,ID:jr9Ymx/S0(13/17),
"垢版
|
0158 名無しどんぶらこ 2025/11/28(金) 06:48:06.69","なぜかネトウヨは強気になってるよな
高市になってから選挙２回もまけてんだよ
こいつの支持率８割って一体???",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:T99swhKf0(2/3),2
"垢版
|
0159 名無しどんぶらこ 2025/11/28(金) 06:48:07.46","エスカレートしているのは支那畜だけ
日本はなにもしていない",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:BEXtDtc+0(1/17),1
"垢版
|
0160 名無しどんぶらこ 2025/11/28(金) 06:48:09.62",">>135
少なくとも日本国内にあるアメリカに占領された基地でアメリカ空母で
あんな媚態を晒したゴミはいなかったな
三島由紀夫がみたら発狂するだろｗ",,>>135,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:cjjPousD0(3/3),1
"垢版
|
0161 名無しどんぶらこ 2025/11/28(金) 06:48:13.17",大はしゃぎしているのは朝鮮?中共?ヒダリマキだけという現実。,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:0U9rpT7C0,1
"垢版
|
0162 名無しどんぶらこ 2025/11/28(金) 06:48:20.35","昨日からネトウヨが突然増えたな
露骨すぎて工作員だとバレバレだよ",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:Uqzhn+kC0(1/4),3
"垢版
|
0163 名無しどんぶらこ 2025/11/28(金) 06:48:23.54","ID:jr9Ymx/S0
発狂しすぎ",,,,,,,,ID:M6Fh17VO0(1/2),
"垢版
|
0164 名無しどんぶらこ 2025/11/28(金) 06:48:24.99",">>1　矛盾した内容の記事で
虚偽捏造の部類、マスメディアの操作誘導ありき。",,>>1,,,,,,ID:L+jQxW9S0,
"垢版
|
0165 名無しどんぶらこ 2025/11/28(金) 06:48:30.81",トランプはノーベル平和賞欲しいから、高市みたいな戦争したいカルトババアは嫌いかもな,,,,,,,,ID:PC+5Y+4F0(1/5),
