css-1jxf684,css-175oi2r href,css-9pa8cd src,css-175oi2r href (2),css-1jxf684 (2),css-1jxf684 (3),css-1jxf684 (4),css-1jxf684 href,css-1jxf684 (5),css-1jxf684 href (2),css-1jxf684 (6),css-1jxf684 href (3),css-1jxf684 (7),css-1jxf684 href (4),css-1jxf684 (8),css-1jxf684 href (5),css-1jxf684 (9),css-1jxf684 href (6),css-1jxf684 (10),css-1jxf684 (11),css-1jxf684 href (7),css-1jxf684 (12),css-1jxf684 href (8),css-1jxf684 (13),css-1jxf684 href (9),css-1jxf684 (14),css-1jxf684 (15),css-1jxf684 (17),css-1jxf684 (19),css-1jxf684 (21),css-146c3p1 href,css-146c3p1,css-175oi2r href (4),css-9pa8cd src (2),css-175oi2r href (5),r-4qtqp9 src,r-4qtqp9 src (2),r-4qtqp9 src (3),r-4qtqp9 src (4),r-4qtqp9 src (5),r-4qtqp9 src (6),r-4qtqp9 src (7),r-4qtqp9 src (8),r-4qtqp9 src (9),css-146c3p1 (2),css-146c3p1 href (2),css-9pa8cd src (3),css-175oi2r href (6),css-9pa8cd src (4),css-175oi2r href (7),css-9pa8cd src (5),css-1jxf684 (22),css-1jxf684 (23),r-4qtqp9 src (10),css-1jxf684 (24),css-1jxf684 (26),css-1jxf684 (25),css-1jxf684 (27),css-1jxf684 (28),css-1jxf684 (29),css-1jxf684 (30),css-1jxf684 (31),css-1jxf684 (32),css-1jxf684 (33),css-1jxf684 (34),css-1jxf684 (35),css-1jxf684 (36),css-1jxf684 (37),css-1jxf684 (38),css-146c3p1 (3)
あーぁ,https://x.com/sxzBST,https://pbs.twimg.com/profile_images/1488279026594906112/_EhkrTnX_x96.jpg,https://x.com/sxzBST,@sxzBST,·,"さん、すごい！

・奈良の鹿を蹴るような外国人観光客に対処する。体を張って日本の伝統を守る
・外国人の不起訴もよく聞く。不公平じゃありませんか
・私達と文化があまりにも違う人をまとめて入れていく政策は一旦考え直す
・経済的な動機でやってきて難民を主張する人、きちんとお帰り頂く",,,,,,,,,,,,,高市,,,,,,,早苗,9.9万,640,1.6万,https://x.com/sxzBST/status/1970055354328510690,9月22日,,https://pbs.twimg.com/ext_tw_video_thumb/1970054782816759808/pu/img/-0m1Ym-KRnezsmmK.jpg,https://x.com/sxzBST/status/1970055354328510690/analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
しんぶん赤旗日曜版,https://x.com/nitiyoutwitt,https://pbs.twimg.com/profile_images/1918602548950540288/ptbf--FH_x96.jpg,https://x.com/nitiyoutwitt,@nitiyoutwitt,·,「,https://x.com/hashtag/%E8%B5%A4%E6%97%97%E6%97%A5%E6%9B%9C%E7%89%88?src=hashtag_click,#赤旗日曜版,https://x.com/hashtag/11%E6%9C%8830%E6%97%A5%E5%8F%B7?src=hashtag_click,#11月30日号,https://x.com/hashtag/%E5%8F%B0%E6%B9%BE%E7%99%BA%E8%A8%80?src=hashtag_click,#台湾発言,,,,,,,高市,,,https://x.com/hashtag/%E9%AB%98%E5%B8%82%E9%A6%96%E7%9B%B8?src=hashtag_click,#高市首相,,,早苗,」撤回を,発言,批判　官邸前１７００人,https://x.com/nitiyoutwitt/status/1993878147872510191,21小时,https://x.com/nitiyoutwitt/status/1993878147872510191/photo/1,https://pbs.twimg.com/media/G6utZ4kbEAAb8o9?format=jpg&name=medium,https://x.com/nitiyoutwitt/status/1993878147872510191/analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mi2,https://x.com/mi2_yes,https://pbs.twimg.com/profile_images/1145577653723783168/rL1ArLNa_x96.png,https://x.com/mi2_yes,@mi2_yes,·,毎日新聞の世論調査。,,,,,,,,,,,,,高市,,,,,,,早苗,総理大臣の『存立危機事態』,発言,"について、問題があったとは思わない５０%、問題があったと思う２５%

年齢別「問題があったと思わない」
４０代以下：５５～６０%
６０代：４９%
７０歳以上：４１%
→年代が高くなるにつれて低

毎日新聞でもこれ",https://x.com/mi2_yes/status/1993473184977625186,11月26日,https://x.com/mi2_yes/status/1993473184977625186/photo/1,https://pbs.twimg.com/media/G6o9S1xbwAg3miC?format=jpg&name=medium,https://x.com/mi2_yes/status/1993473184977625186/analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
みらい 「笑える動画を 紹介 してるよ 」,https://x.com/wh0OXggdbNTXGp1,https://pbs.twimg.com/profile_images/1301827423034511360/zzgL029v_x96.jpg,https://x.com/wh0OXggdbNTXGp1,@wh0OXggdbNTXGp1,·,*\(^o^)/* 朗報,,,,,,,,,,,,,高市,,,,,,,早苗,総理　の　台湾有事,発言,"が

悪くないと思う日本人は

９３.５%",https://x.com/wh0OXggdbNTXGp1/status/1991456851268153771,11月20日,,https://pbs.twimg.com/amplify_video_thumb/1991456789355982855/img/h1Naso_xAZEzW60O.jpg,https://x.com/wh0OXggdbNTXGp1/status/1991456851268153771/analytics,,https://abs-0.twimg.com/emoji/v2/svg/2b07.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
すう,https://x.com/suzukifm,https://pbs.twimg.com/profile_images/651899131078676480/XhzIi3mX_x96.jpg,https://x.com/suzukifm,@suzukifm,·,「台湾有事」,https://x.com/hashtag/Yahoo%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B9?src=hashtag_click,#Yahooニュース,,,,,,,,,,,発言,,,,,,,高市,の,早苗,氏が首相である限り日本経済はボロボロになる　一刻も早く「ポスト高市」を真剣に議論すべきだ　古賀茂明(AERA DIGITAL),https://x.com/suzukifm/status/1993109286201991524,11月25日,https://t.co/A9T7xPla9V,https://pbs.twimg.com/card_img/1993070609941848064/Ej2fmtEV?format=jpg&name=medium,https://x.com/suzukifm/status/1993109286201991524/analytics,,,,,,,,,,,https://t.co/A9T7xPla9V,,,,,,,,,,,,,,,,,,,,,,,,
Henry,https://x.com/HighWiz,https://pbs.twimg.com/profile_images/1738387519031660544/pzWbWsR0_x96.jpg,https://x.com/HighWiz,@HighWiz,·,"・消費減税したいが自民内でも反発ある
・反対派は財源論を盾に潰してくる
・であれば積極財政で経済成長させてやる
・増税せずとも税収を増やしてやる
・そうしたら反対派を黙らせられる
・これを残りの任期2年でやり切ってやる

ここまで語れる議員を見たことない。",https://x.com/i/status/1984502103583441204,,,,,,,,,,,,高市,,,,,,,早苗,553,1.5万,11万,https://x.com/HighWiz/status/1984583516315926672,11月1日,,https://pbs.twimg.com/amplify_video_thumb/1984501846640304128/img/Av70HbgETXGYb0s-.jpg,https://x.com/HighWiz/status/1984583516315926672/analytics,,,,,,,,,,"来自 
じゅんたまのすけ",,,,,,,,,,,,,,,,,,,,,,,,,
愛国心の足りないなまけ者 にきめっ！,https://x.com/tacowasa2nd,https://pbs.twimg.com/profile_images/1907105858690904064/mmYqvmKM_x96.jpg,https://x.com/tacowasa2nd,@tacowasa2nd,·,"｢物価高対策頑張ります、だから円安は放置します、減反はします、備蓄米は放出しません、消費税の減税なんて絶対しません、どうぞよろしくお願いします。｣

こいつ精神分裂症か何かか?
でなきゃ余程日本人が嫌いか、どっちかだな。",,,,,,,,,,,,,高市,,,,,,,早苗,161,"1,143","3,536",https://x.com/tacowasa2nd/status/1982028937690566735,10月25日,,,https://x.com/tacowasa2nd/status/1982028937690566735/analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法學院狂魔,https://x.com/Adepteater029,https://pbs.twimg.com/profile_images/1723148666293321728/bRtxD6Ie_x96.jpg,https://x.com/Adepteater029,@Adepteater029,·,「党首討論における,,,,,,,,,,,,,高市,,,,,,,早苗,の,発言,」について、首相官邸に抗議メールを送りました,https://x.com/Adepteater029/status/1993819243004199045,11月27日,https://x.com/Adepteater029/status/1993819243004199045/photo/1,https://pbs.twimg.com/media/G6t4CTIa0AA_4W2?format=jpg&name=medium,https://x.com/Adepteater029/status/1993819243004199045/analytics,,https://abs-0.twimg.com/emoji/v2/svg/1f644.svg,,,,,,,,,,https://pbs.twimg.com/media/G6t4CRbaQAA_k_v?format=jpg&name=medium,https://x.com/Adepteater029/status/1993819243004199045/photo/2,,,,,,,,,,,,,,,,,,,,,,
mayumi,https://x.com/mm8765432101,https://pbs.twimg.com/profile_images/1747973714178940928/6SmCAEzJ_x96.jpg,https://x.com/mm8765432101,@mm8765432101,·,"は国家の危機

国民は戦争なんてしたくありません",https://x.com/hashtag/%E6%88%A6%E4%BA%89%E5%8F%8D%E5%AF%BE%E6%86%B2%E6%B3%95%E5%AE%88%E3%82%8C?src=hashtag_click,#戦争反対憲法守れ,https://x.com/hashtag/%E9%AB%98%E5%B8%82%E3%82%84%E3%82%81%E3%82%8D?src=hashtag_click,#高市やめろ,https://x.com/hashtag/%E6%88%A6%E4%BA%89%E5%8F%8D%E5%AF%BE?src=hashtag_click,#戦争反対,,,,,,,高市,,,,,,,発言,は一旦落ち着いて早急に辞任して下さい,高市,政権の退陣を求めます,https://x.com/mm8765432101/status/1990954068370731407,11月19日,https://x.com/mm8765432101/status/1990954068370731407/photo/1,https://pbs.twimg.com/media/G6FKLA6acAA-DUQ?format=jpg&name=medium,https://x.com/mm8765432101/status/1990954068370731407/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f1f5-1f1f8.svg,https://abs-0.twimg.com/emoji/v2/svg/1f1ef-1f1f5.svg,,,,,,,,,,https://pbs.twimg.com/profile_images/1970912340670545920/vNHJFWyO_normal.jpg,https://x.com/AkimotoThn/status/1990306841373573125/photo/1,https://pbs.twimg.com/media/G579eIqbwAIZ0D3?format=jpg&name=360x360,,,"2,462",5.1万,,,,,,,,,,,,,,,,,
柿本元気,https://x.com/kakimotogenki,https://pbs.twimg.com/profile_images/1984993368985018368/fQalxFa0_x96.jpg,https://x.com/kakimotogenki,@kakimotogenki,·,企業献金の規制を「そんなこと」扱いし、議員定数削減をしようと言う,,,,,,,,,,,,,高市,,,,,,,235,"。

国会議員の人数が現状でも高給取りでもいいんですよ。そんなことより、悪いことをして給料の何倍も儲けている議員やお金のために政治を歪める議員が困るんです。

そもそも別の問題。",1,2,https://x.com/kakimotogenki/status/1994186885002830235,37分钟,https://x.com/kakimotogenki/status/1994186885002830235/photo/1,https://pbs.twimg.com/media/G6zGZlfaAAAo4kr?format=jpg&name=medium,https://x.com/kakimotogenki/status/1994186885002830235/analytics,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,
ブルームバーグニュース,https://x.com/BloombergJapan,https://pbs.twimg.com/profile_images/1636164932369793026/V0vkre8V_x96.jpg,https://x.com/BloombergJapan,@BloombergJapan,·,中国の王毅外相は27日、フランスのエマニュエル・ボンヌ大統領外交顧問と電話会談を行った。会談で王氏は、,,,,,,,,,,,,,高市,,,,,,,早苗,首相による台湾に関する最近の「挑発的」な,発言,は中国の主権と領土保全を侵害するものだと述べた。中国外務省が会談の内容を発表した。,https://x.com/BloombergJapan/status/1994066232278986896,8小时,https://t.co/hv1l1du2r7,https://pbs.twimg.com/card_img/1994064526564569088/Fmk908Zd?format=jpg&name=medium,https://x.com/BloombergJapan/status/1994066232278986896/analytics,,,,,,,,,,,https://t.co/hv1l1du2r7,https://pbs.twimg.com/profile_images/1631723279676317709/-fjgaR2p_bigger.jpg,,,,,79,4.8万,,,,,,,,,,,,,,,,,
ふっちゃん@anti-racism,https://x.com/ashitawawatashi,https://pbs.twimg.com/profile_images/1881139735307182080/LEsf1FN5_x96.jpg,https://x.com/ashitawawatashi,@ashitawawatashi,·,は外交で「マウント取る」と,https://x.com/hashtag/%E9%AB%98%E5%B8%82%E3%82%84%E3%82%81%E3%82%8D?src=hashtag_click,#高市やめろ,,,,,,,,,,,高市,,,,,,,早苗,"するような人物

そういえば、APECの会合で各国首脳に食い気味に近付いていたのはそーゆうことだったんだ… 

↓APEC会合での",発言,65,https://x.com/ashitawawatashi/status/1992569268781908252,11月23日,,https://pbs.twimg.com/amplify_video_thumb/1992569154407448577/img/5PxbUFBWvLM2LEOu.jpg,https://x.com/ashitawawatashi/status/1992569268781908252/analytics,,,,,,,,,,,,https://pbs.twimg.com/profile_images/1698896423025270784/GhIkQiXi_normal.png,https://x.com/livedoornews/status/1992493235625918757/photo/1,https://pbs.twimg.com/media/G6bB8lxb0AAHOx3?format=png&name=360x360,,,537,15万,,,,,,,,,,,,,,,,,
有田芳生,https://x.com/aritayoshifu,https://pbs.twimg.com/profile_images/1938421802797305858/VV7U_L3J_x96.jpg,https://x.com/aritayoshifu,@aritayoshifu,·,は曖昧な国会答弁で時間が経てば中国側が折れてくるわけではありません。安倍晋三総理でさえ口にしなかった本音を語ってしまったのですから、沈静化させるには言葉と行動で示さなければならない。沖縄経済への打撃は続きます。「砥石としての沖縄」。沖縄の視点で認識を改めたい。,,,,,,,,,,,,,高市,,,,,,,早苗,5,発言,20,https://x.com/aritayoshifu/status/1994166078612885707,2小时,https://x.com/aritayoshifu/status/1994166078612885707/photo/1,https://pbs.twimg.com/media/G6yzegza0AIa154?format=jpg&name=900x900,https://x.com/aritayoshifu/status/1994166078612885707/analytics,,,,,,,,,,,,,,,,,44,"1,440",,,,,,,,,,,,,,,,,
愛国心の足りないなまけ者 にきめっ！,https://x.com/tacowasa2nd,https://pbs.twimg.com/profile_images/1907105858690904064/mmYqvmKM_x96.jpg,https://x.com/tacowasa2nd,@tacowasa2nd,·,よく考えたら,,,,,,,,,,,,,高市,,,,,,,早苗,"の打ち出した政策

労働時間を増やします
賃上げを阻止します
→労働者は貧しくなるが企業は儲かる

減反を再開します
備蓄米の放出を辞めます
→消費者は貧しくなるが生産者は儲かる

円安を促進します
→庶民は貧しくなるが大企業は儲かる

良くも悪くも方向性は一貫してるのな",83,815,https://x.com/tacowasa2nd/status/1982758527472197806,10月27日,,,https://x.com/tacowasa2nd/status/1982758527472197806/analytics,,,,,,,,,,,,,,,,,"1,885",7万,,,,,,,,,,,,,,,,,
揺れる人,https://x.com/yura_yurary,https://pbs.twimg.com/profile_images/1975166438341275648/1OhO2Dfv_x96.jpg,https://x.com/yura_yurary,@yura_yurary,·,"は、

周りのワークライフバランスを改善するため
自分のワークライフバランスを犠牲にする人

・職員の勤務時間を短くするため朝レク廃止
・その代わり、答弁に必要な内容をまとめた「危機管理セット」を【自分で作る】
・災害時に15分でかけつけるため携帯は常に枕元→結果睡眠障害に",,,,,,,,,,,,,高市,,,,,,,早苗,96,"4,373",3.7万,https://x.com/yura_yurary/status/1975023297114120330,10月6日,,https://pbs.twimg.com/amplify_video_thumb/1975023145506783232/img/oQRtn_qB_Lt1NAyF.jpg,https://x.com/yura_yurary/status/1975023297114120330/analytics,,,,,,,,,,,,,,,,,,321万,,,,,,,,,,,,,,,,,
Jack Sparrow 张梓太太,https://x.com/JackSparrowCCP1,https://pbs.twimg.com/profile_images/1517340129102565376/24FRnvVz_x96.jpg,https://x.com/JackSparrowCCP1,@JackSparrowCCP1,·,【中国への不当な批判に反対する日本友人に返すべき真実,,,,,,,,,,,,,高市,,,,,,,早苗,】,発言,氏の中国非難,https://x.com/JackSparrowCCP1/status/1993567174884311262,11月26日,https://x.com/JackSparrowCCP1/status/1993567174884311262/photo/1,https://pbs.twimg.com/media/G6qOeHfbwAEHqFq?format=png&name=900x900,https://x.com/JackSparrowCCP1/status/1993567174884311262/analytics,,https://abs-0.twimg.com/emoji/v2/svg/1f1e8-1f1f3.svg,,,,,,,,,,,,,,,7,784,,,,,,,,,,,,,,,,,
朝日新聞(asahi shimbun）,https://x.com/asahi,https://pbs.twimg.com/profile_images/1278264370623963138/r0QWCaBf_x96.png,https://x.com/asahi,@asahi,·,首相「そんなことよりも」,https://t.co/SmB2YC58yJ,"https://
asahi.com/articles/ASTCW
460YTCWUTFK01KM.html?ref=tw_asahi
…",,,,,,,,,,,高市,,,,,,,発言,に共産・田村氏「驚き、あきれた」,発言,【,https://x.com/asahi/status/1994028947680657436,11小时,https://t.co/SmB2YC58yJ,https://pbs.twimg.com/card_img/1994028102109024258/Wbc_tagg?format=jpg&name=small,https://x.com/asahi/status/1994028947680657436/analytics,,,,,,,,,,,https://t.co/SmB2YC58yJ,,,,,,126,1.9万,,,,,,,,,,,,,,,,,
369不動,https://x.com/N4er5BANKPkQFQe,,https://x.com/N4er5BANKPkQFQe,@N4er5BANKPkQFQe,·,"総理の

台湾有事は日本の存立危機に

対しデモをする 国民

中国との火種を起こし国民に恐怖

与えた上に国益をも損なった言う

見える 恐怖より 

見え無い侵略の恐怖は遥かに恐ろしい",https://x.com/i/status/1993554700466282533,,,,,,,,,,,,高市,,,,,,,早苗,松丸まこと 元足立区議会議員,,,https://x.com/N4er5BANKPkQFQe/status/1994196257133228158,27秒,,,https://x.com/N4er5BANKPkQFQe/status/1994196257133228158/analytics,,,,,,,,,,"来自 
松丸まこと 元足立区議会議員",,,,,,,,,,,,,,,,,,,,,,,,,
トッポ,https://x.com/w2skwn3,https://pbs.twimg.com/profile_images/1541566978724204544/m57Jcc7i_x96.jpg,https://x.com/w2skwn3,@w2skwn3,·,"「日本は中国に言い返せないなら最初から言うな」
これ言ったの、橋下徹ですよ",,,,,,,,,,,,,高市,,,,,,,早苗,また始まりましたこの人の中国ヨイショ芸,発言,今回のターゲットは,https://x.com/w2skwn3/status/1990741944075759753,11月18日,,https://pbs.twimg.com/amplify_video_thumb/1990741888358666240/img/OvukYTu1im5L0mBh.jpg,https://x.com/w2skwn3/status/1990741944075759753/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f4fa.svg,https://abs-0.twimg.com/emoji/v2/svg/1f4e2.svg,https://abs-0.twimg.com/emoji/v2/svg/1f4a2.svg,https://abs-0.twimg.com/emoji/v2/svg/1f621.svg,https://abs-0.twimg.com/emoji/v2/svg/1f1e8-1f1f3.svg,https://abs-0.twimg.com/emoji/v2/svg/1f3ad.svg,https://abs-0.twimg.com/emoji/v2/svg/1f4a5.svg,,,,,,,,,,746,55万,,,,,,,,,,,,,,,,,
ℛ ༘まな ᕱ⑅ᕱ:.* ♡,https://x.com/RoseVivienelove,https://pbs.twimg.com/profile_images/1596350257851695104/Ws65nDbQ_x96.jpg,https://x.com/RoseVivienelove,@RoseVivienelove,·,日本国民は,https://x.com/nippon_ukuraina,,,,,,,,,,,,高市,,,,,,,高市,首相の辞任を求めています。私たちは,発言の,首相の,https://x.com/RoseVivienelove/status/1990317667690094689,11月17日,https://x.com/RoseVivienelove/status/1990317667690094689/photo/1,https://pbs.twimg.com/media/G58HXmaaoAAEImF?format=jpg&name=900x900,https://x.com/RoseVivienelove/status/1990317667690094689/analytics,https://abs-0.twimg.com/emoji/v2/svg/2665.svg,https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1f8.svg,https://abs-0.twimg.com/emoji/v2/svg/2757.svg,,,,,,,"回复 
@nippon_ukuraina",,,,,,,34,14万,,,,,,,,,,,,,,,,,
永遠の少年３,https://x.com/eiennoshonen3,https://pbs.twimg.com/profile_images/1980056213451591680/ya11rQlY_x96.jpg,https://x.com/eiennoshonen3,@eiennoshonen3,·,戦争反対,https://x.com/hashtag/%E9%AB%98%E5%B8%82%E3%82%84%E3%82%81%E3%82%8D?src=hashtag_click,#高市やめろ,https://x.com/hashtag/%E6%97%A7%E6%95%B5%E5%9B%BD%E6%9D%A1%E9%A0%85?src=hashtag_click,#旧敵国条項,,,,,,,,,高市,,,,,,,早苗,"総理大臣(首相)に
台湾有事",発言,撤回を求めます,https://x.com/eiennoshonen3/status/1993087780008894677,11月25日,,https://pbs.twimg.com/ext_tw_video_thumb/1993087697431543811/pu/img/lNdJ5971jb5chBsQ.jpg,https://x.com/eiennoshonen3/status/1993087780008894677/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f43e.svg,,,,,,,,,,,https://pbs.twimg.com/profile_images/1792798787972583424/vFwqU0Z7_normal.jpg,,https://pbs.twimg.com/amplify_video_thumb/1993077331347566592/img/IJ45cxmvAAMOg6lZ?format=jpg&name=360x360,,,49,"1,975",,,,,,,,,,,,,,,,,
いちだ妙子,https://x.com/TaekoIchid8737,https://pbs.twimg.com/profile_images/1646310320481378305/r2MCiYXB_x96.jpg,https://x.com/TaekoIchid8737,@TaekoIchid8737,·,２６日に行われた党首討論で企業・団体献金の規制強化を迫られた,https://x.com/hashtag/%E3%81%84%E3%81%A1%E3%81%A0%E5%A6%99%E5%AD%90?src=hashtag_click,#いちだ妙子,https://x.com/hashtag/%E3%81%BF%E3%82%88%E3%81%97%E5%B8%82?src=hashtag_click,#みよし市,,,,,,,,,高市,,,,,,,早苗,首相が「そんなことより」と,発言,"したことに対し「献金の規制は『そんなこと』なのか。

「国民の疑念を払拭し、政治への信頼を取り戻すために全力を挙げたい」と、力説した。

今日も元気で",https://x.com/TaekoIchid8737/status/1994165697900097579,2小时,https://x.com/TaekoIchid8737/status/1994165697900097579/photo/1,https://pbs.twimg.com/media/G6yzIckaYAAW9vj?format=jpg&name=medium,https://x.com/TaekoIchid8737/status/1994165697900097579/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f33e.svg,https://abs-0.twimg.com/emoji/v2/svg/1f35a.svg,https://abs-0.twimg.com/emoji/v2/svg/2757.svg,,,,,,,,,,,,,,3,68,,,,,,,,,,,,,,,,,
藤井セイラ,https://x.com/cobta,https://pbs.twimg.com/profile_images/1769651274562306048/El7cFkpP_x96.jpg,https://x.com/cobta,@cobta,·,がいま辞めても次の首相は謝り倒してマイナスからのスタート。それでも辞めたほうがいいと思います。台湾,,,,,,,,,,,,,高市,,,,,,,早苗,での外交失敗が目立っていますが、農業も防衛も、何より物価高と円安と株安が加速、経済政策に巨額の国費をつっこみながらの経済のマイナスがすごい。このままでは傷口が広がります。,発言,450,https://x.com/cobta/status/1993274928813293644,11月25日,,,https://x.com/cobta/status/1993274928813293644/analytics,,,,,,,,,,,,,,,,,"1,352",13万,,,,,,,,,,,,,,,,,
Hiromi1961,https://x.com/Hiromi19611,https://pbs.twimg.com/profile_images/1321817546014646280/hh785xLg_x96.jpg,https://x.com/Hiromi19611,@Hiromi19611,·,スシロー「,,,,,,,,,,,,,高市,,,,,,,早苗,は,発言,"を撤回しない、したら政権は終わる。」
日本が終わるより、",https://x.com/Hiromi19611/status/1991790001970163956,11月21日,,,https://x.com/Hiromi19611/status/1991790001970163956/analytics,,,,,,,,,,,,,,,,,510,46万,,,,,,,,,,,,,,,,,
異邦人,https://x.com/Narodovlastiye,https://pbs.twimg.com/profile_images/1990386002096226304/genCyGik_x96.jpg,https://x.com/Narodovlastiye,@Narodovlastiye,·,「企業・団体献金」の見直しについて「そんなことより」などと、矮小化する,,,,,,,,,,,,,発言,,,,,,,高市,した,早苗,首相には憤りを禁じ得ない。法を犯して組織的に「裏金」作りをしてきた自民党のトップとして、この暴言一つだけでも即時辞任に値する。こんな無法極まる人間が「法治国家」の行政府を預かるなど言語道断。,https://x.com/Narodovlastiye/status/1993806077079769478,11月27日,,,https://x.com/Narodovlastiye/status/1993806077079769478/analytics,,,,,,,,,,,,,,,,,21,3.2万,,,,,,,,,,,,,,,,,
大翻訳運動,https://x.com/daihonyaku,https://pbs.twimg.com/profile_images/1826181827507396608/rofo9D1B_x96.jpg,https://x.com/daihonyaku,@daihonyaku,·,"某中国人曰：
「いま日本へ留学したら、日本人に“犬扱い”されるぞ！」

──",https://x.com/hashtag/%E7%95%99%E5%AD%A6%E3%83%87%E3%83%9E?src=hashtag_click,#留学デマ,,,,,,,,,,,高市,,,,,,,早苗,さんの,発言,"をきっかけに、
中国国内ではまたしても“反日煽動”と
「日本へ行くなキャンペーン」が大流行中。

でもね、
日本人より中国政府のほうが
よっぽど自国民を“犬扱い”してない？",https://x.com/daihonyaku/status/1991826613676437988,11月21日,,,https://x.com/daihonyaku/status/1991826613676437988/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f436.svg,,,,,,,,,,,,,,,,"1,317",29万,,,,,,,,,,,,,,,,,
