css-1jxf684,css-1jxf684 (2),css-146c3p1 href,css-146c3p1,css-1jxf684 (4),css-1jxf684 (5),css-1jxf684 (6),css-1jxf684 (7),css-1jxf684 (8),css-175oi2r href (4),css-1jxf684 (9),css-9pa8cd src (2),css-1jxf684 href,css-1jxf684 (10),css-146c3p1 (2),css-1jxf684 (11),css-1jxf684 (12),css-1jxf684 (13),r-4qtqp9 src,r-4qtqp9 src (2),css-9pa8cd src (3),css-1jxf684 href (2),css-146c3p1 href (2),css-175oi2r href (5),css-9pa8cd src (4),css-175oi2r href (6),css-175oi2r href (7),css-9pa8cd src (5),r-4qtqp9 src (3),r-4qtqp9 src (4),css-146c3p1 (3),css-1jxf684 (15),css-1jxf684 (16),css-1jxf684 (17),css-1jxf684 (14),r-4qtqp9 src (5),r-4qtqp9 src (6),css-175oi2r href (8),css-1jxf684 href (3),css-1jxf684 (18),css-1jxf684 (19),css-9pa8cd src (6),css-1jxf684 (20),css-1jxf684 href (4),css-1jxf684 href (5),r-4qtqp9 src (7),r-4qtqp9 src (8),r-4qtqp9 src (9),r-4qtqp9 src (10)
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1985618246062784986,11月4日,"コンゴ民主共和国のスミヌワ首相から総理就任に対する祝意のメッセージを頂き、とてもうれしく思います。コンゴ民主共和国との二国間関係が更に強化されることを期待しています。

Je suis très heureuse d'avoir re?u un message de félicitations de Madame la Première ministre",显示更多,178,"1,501",2.2万,https://x.com/takaichi_sanae/status/1985618246062784986/analytics,100万,https://pbs.twimg.com/profile_images/1875493368232357888/W9VHRehw_normal.jpg,https://x.com/SuminwaJudith,de,2025/10/21,"J’adresse mes sincères félicitations à Madame TAKAICHI Sanae, désignée 104? Première ministre du Japon.
Son accession à ces hautes fonctions marque une avancée inspirante pour le leadership féminin.
Je lui souhaite plein succès dans sa mission et me réjouis du renforcement des x.com/JPN_PMO/status…",@SuminwaJudith,引用,,,,,https://x.com/SuminwaJudith/status/1980580016090964126,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1985615768554520695,11月4日,ムイズ大統領閣下（,显示更多,150,"1,581",2.3万,https://x.com/takaichi_sanae/status/1985615768554520695/analytics,97万,https://pbs.twimg.com/profile_images/1331097789036515329/qIBJJT9p_normal.jpg,https://x.com/MMuizzu,"）、心温まる祝辞に心から感謝申し上げます。
両国の伝統的な友好関係の強化と「自由で開かれたインド太平洋」の実現に向け、閣下と連携していくことを楽しみにしております。

President Muizzu (",2025/10/21,Congratulations Your Excellency,"), thank you very much for your warm words. I look forward to",引用,,,,https://x.com/MMuizzu,https://x.com/MMuizzu/status/1980514948225831003,,,,,,,,,@takaichi_sanae,", on your election as the first female  Prime Minister of Japan. 

I am fully confident that with your wealth of experience in public service Japan will attain new heights of progress, and I look forward to working with Your",显示更多,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1985614303739986172,11月4日,"祝意を頂きありがとうございます。日?キューバ関係をより一層強化していく所存です。

Muchas gracias por sus felicitaciones,",Miguel Díaz-Canel Bermúdez,228,"2,407",3.3万,https://x.com/takaichi_sanae/status/1985614303739986172/analytics,106万,https://pbs.twimg.com/profile_images/1579442135207710721/x9TYc58g_normal.jpg,https://x.com/DiazCanelB,. Estoy comprometida a seguir fortaleciendo aún más las relaciones entre Japón y Cuba.,2025/10/22,Felicito a,@DiazCanelB,引用,,,https://pbs.twimg.com/media/G30cdfwX0AAru1x?format=jpg&name=medium,,,https://x.com/DiazCanelB/status/1980770786777657676/photo/1,,,,,,,,@takaichi_sanae,"por su elección como Primera Ministra de Japón.

Le reitero la voluntad de",·,#Cuba,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1985587583561408841,11月4日,"Muchas gracias por el lindo video. Tengo ganas de volver a discutir con Usted pronto.

素敵な動画ありがとうございます。また近いうちに議論するのを楽しみにいたします。",Gabriel Boric Font,463,"4,781",5万,https://x.com/takaichi_sanae/status/1985587583561408841/analytics,169万,https://pbs.twimg.com/profile_images/1502323843158921219/4iaApO1I_normal.jpg,,·,2025/11/1,"Esta ma?ana en Corea, me reuní con la Primera Ministra de Japón",@GabrielBoric,引用,,,https://pbs.twimg.com/amplify_video_thumb/1984449479110443008/img/yVbJ7aeIw2HsIZsg.jpg,,https://x.com/GabrielBoric/status/1984449589877846494,,,,,,,,,@Takaichi_Sanae,", a quien expresé mis felicitaciones en nombre de Chile por ser la primera mujer en la historia en asumir tan alta responsabilidad en su país. Con Japón seguiremos trabajando estrechamente en base a",显示更多,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1985245540586869009,11月3日,"今日の午後は、「全拉致被害者の即時一括帰国を求める国民大集会」に出席し、ご挨拶をさせていただきました。
総理就任以降、拉致被害者の御家族の皆様とは、官邸での面会、トランプ大統領を交えた面会、そして今日の集会と、お会いする機会を重ねてまいりました。",显示更多,"1,853",1万,8.9万,https://x.com/takaichi_sanae/status/1985245540586869009/analytics,340万,https://pbs.twimg.com/media/G40B7pTbsAAaHEx?format=jpg&name=medium,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1985245540586869009/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1985185228143686058,11月3日,"今日は、文化の日です。
明治天皇の御誕生日であり、晴天が多い日とも言われています。今日も美しい秋晴れでした。
午前中は宮中に参内し、文化勲章親授式に参列させていただきました。
式典では、長年にわたり文化?芸術の発展に大きく貢献された8名の皆様に対し、天皇陛下から勲章が贈られました。",显示更多,"1,436",1.3万,18万,https://x.com/takaichi_sanae/status/1985185228143686058/analytics,562万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984925575614791893,11月2日,"ロサンゼルス?ドジャースが、ワールドシリーズを連覇しました。
大谷翔平選手、山本由伸選手、佐々木朗希選手、おめでとうございます！
また、山本選手のシリーズMVP受賞、重ねてお祝い申し上げます。",显示更多,"2,142",3.3万,39万,https://x.com/takaichi_sanae/status/1984925575614791893/analytics,"3,950万",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984923982978801736,11月2日,"今日は、令和9年に横浜で行われる国際園芸博覧会の政府出展起工式に参加しました。
後日、秋篠宮皇嗣殿下に、協会の名誉総裁にご就任いただくこととなり、本日の起工式にて、私からその旨を発表させていただきました。",显示更多,777,"4,770",6.2万,https://x.com/takaichi_sanae/status/1984923982978801736/analytics,201万,https://pbs.twimg.com/media/G4vdoMpagAAjEaJ?format=jpg&name=medium,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1984923982978801736/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984615199375311044,11月1日,"ＡＰＥＣの全日程を終え、先ほど帰国しました。
本日から１１月がスタートしましたが、今月は「オレンジリボン?児童虐待防止推進キャンペーン」の期間です。
児童相談所虐待対応ダイヤル「１８９」や「親子のための相談ＬＩＮＥ」に躊躇なくご相談ください。",显示更多,"1,590","6,396",7.2万,https://x.com/takaichi_sanae/status/1984615199375311044/analytics,317万,https://pbs.twimg.com/card_img/1990729081328185346/V9btYARx?format=png&name=small,,kodomoshien.cfa.go.jp,,児童虐待防止推進特設サイト,児童虐待防止推進特設サイト,,,,,,,https://t.co/kjpIPYr3Kh,,https://t.co/kjpIPYr3Kh,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984614459537780938,11月1日,"総理就任から今日で１２日目。
マレーシアでのＡＳＥＡＮ関連首脳会議、トランプ米国大統領訪日、そして韓国でのＡＰＥＣ首脳会議と、濃密な「外交ウィーク」を走破しました。
韓国での日程の締め括りは内外記者会見です。
記者会見では、一連の外交日程を通じて、",显示更多,"1,535","8,997",9.6万,https://x.com/takaichi_sanae/status/1984614459537780938/analytics,214万,https://pbs.twimg.com/media/G4rDwxbbQAgsjdH?format=jpg&name=medium,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1984614459537780938/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984552578143961131,11月1日,１１月１日、台湾を代表してＡＰＥＣ首脳会議に参加している林信義氏とお会いしました。日台の実務協力が深まることを期待します。,,"1,380","8,384",7.8万,https://x.com/takaichi_sanae/status/1984552578143961131/analytics,476万,https://pbs.twimg.com/media/G4qL6kbbEAAwJuj?format=jpg&name=medium,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1984552578143961131/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984551856388137302,11月1日,"今年のＧ７議長国であるカナダのカーニー首相と初の対面での首脳会談を行い、幅広い分野での協力について意見交換を行いました。
カナダはインド太平洋地域の重要なパートナーです。今後とも、自由で開かれたインド太平洋の実現に向けて、カーニー首相と緊密に連携していきます。",,279,"3,646",4.7万,https://x.com/takaichi_sanae/status/1984551856388137302/analytics,84万,https://pbs.twimg.com/media/G4qLL7tbQAcvdJz?format=jpg&name=900x900,,,,,,,,,https://pbs.twimg.com/media/G4qLL7wbQAMLeVO?format=jpg&name=900x900,,,https://x.com/takaichi_sanae/status/1984551856388137302/photo/1,,https://x.com/takaichi_sanae/status/1984551856388137302/photo/2,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984551299191620091,11月1日,"「将来に備えたアジア太平洋を作る」をテーマとしたＡＰＥＣ首脳会議第２セッションに出席しました。
私からは、少子高齢化が進む中で経済成長を実現するため、ＡＩやコンテンツ産業といった成長分野への投資の重要性を強調し、日本の取組や考えを紹介しました。",,309,"2,762",3.3万,https://x.com/takaichi_sanae/status/1984551299191620091/analytics,73万,https://pbs.twimg.com/media/G4qKoGlbQAQwmcz?format=jpg&name=900x900,,,,,,,,,https://pbs.twimg.com/media/G4qKrrObQAILR6b?format=jpg&name=900x900,,,https://x.com/takaichi_sanae/status/1984551299191620091/photo/1,,https://x.com/takaichi_sanae/status/1984551299191620091/photo/2,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984550331091706139,11月1日,ＡＰＥＣ２日目の首脳会議前に、控室で、昨日お会いできなかったチリのカブリエル?ボリッチ大統領と挨拶を交わしました。,,615,"7,111",10万,https://x.com/takaichi_sanae/status/1984550331091706139/analytics,206万,https://pbs.twimg.com/media/G4qJxm_bQAI_TOD?format=jpg&name=medium,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1984550331091706139/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984238688868700630,10月31日,"中国の習近平国家主席と会談しました。懸案や意見の相違があるからこそ、私達が直接、率直に対話することの重要性を申し述べました。
様々な懸案を伝えるとともに、協力の可能性についても議論しました。
今後も、邦人の安全と地域の平和のために、習主席としっかり対話を重ねていく考えです。",,"3,080",1.8万,18万,https://x.com/takaichi_sanae/status/1984238688868700630/analytics,567万,https://pbs.twimg.com/media/G4luB1hakAArMMy?format=jpg&name=900x900,,,,,,,,,https://pbs.twimg.com/media/G4luB1maEAAdr7h?format=jpg&name=900x900,,,https://x.com/takaichi_sanae/status/1984238688868700630/photo/1,,https://x.com/takaichi_sanae/status/1984238688868700630/photo/2,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984237281314795803,10月31日,"「より連結し、強靱な地域に向けた取組とその先へ」をテーマとしたＡＰＥＣ首脳会議第１セッションに出席しました。
私からは、世界経済の不確実性が高まる中、アジア太平洋地域が成長の原動力であり続けるためには、貿易?投資や官民連携を通じたイノベーションが不可欠である旨などを発言しました。",,530,"4,286",5.1万,https://x.com/takaichi_sanae/status/1984237281314795803/analytics,91万,https://pbs.twimg.com/media/G4ls40PaYAATmjC?format=jpg&name=900x900,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1984237281314795803/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984219137342607439,10月31日,APEC首脳会議前に、控室で韓国の李在明大統領、ブルネイのハサナル?ボルキア国王陛下、UAEのシェイク?ハーリド皇太子殿下、オーストラリアのアンソニー?アルバニージー首相、マレーシアのアンワル?イブラヒム首相、メキシコのマルセロ?エブラル経済大臣、パプアニューギニアのジョン?ロッソ副首,显示更多,672,"4,955",6.4万,https://x.com/takaichi_sanae/status/1984219137342607439/analytics,300万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984214878001963124,10月31日,APEC首脳会議前に、控室でニュージーランドのクリストファー?ラクソン首相と挨拶を交わしました。,,294,"4,370",6.3万,https://x.com/takaichi_sanae/status/1984214878001963124/analytics,95万,https://pbs.twimg.com/media/G4lYt6CaoAAkeSb?format=jpg&name=900x900,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1984214878001963124/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984214081784672403,10月31日,APEC首脳会議前に、控室で台湾の林信義総統府資政と挨拶を交わしました。,,591,"8,030",9.7万,https://x.com/takaichi_sanae/status/1984214081784672403/analytics,240万,https://pbs.twimg.com/media/G4lXq2wboAAyr7B?format=jpg&name=medium,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1984214081784672403/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984212905785758026,10月31日,APEC首脳会議前に、控室でカナダのマーク?カーニー首相と挨拶を交わしました。,,291,"6,442",8.4万,https://x.com/takaichi_sanae/status/1984212905785758026/analytics,769万,https://pbs.twimg.com/media/G4lW5qDa0AAy0Cw?format=jpg&name=medium,,,,,,,,,,,,https://x.com/takaichi_sanae/status/1984212905785758026/photo/1,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1984148994650755459,10月31日,Totally agree with,显示更多,820,"8,730",7.4万,https://x.com/takaichi_sanae/status/1984148994650755459/analytics,306万,https://pbs.twimg.com/profile_images/1916971216620982274/1DsLEcqW_normal.jpg,https://x.com/realDonaldTrump,".
A great future awaits our two countries.
Let’s make our Alliance stronger, more prosperous, and brighter than ever before",2025/10/31,"""I'm more confident than ever that the friendship between the United States and Japan is strong... it's thriving, it's prosperous, and it will soon be, I think, greater than ever before."" - President Donald J. Trump","トランプ大統領に完全に同意します。
 日米両国には、素晴らしい未来が待っています。",引用,https://abs-0.twimg.com/emoji/v2/svg/2728.svg,https://abs-0.twimg.com/emoji/v2/svg/1f1ef-1f1f5.svg,https://pbs.twimg.com/amplify_video_thumb/1983920342432198656/img/RBx5kqkbOH7d9nBk.jpg,,,,,,,,https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1f8.svg,https://abs-0.twimg.com/emoji/v2/svg/2728.svg,,The White House,@WhiteHouse,·,,https://abs-0.twimg.com/emoji/v2/svg/1f1fa-1f1f8.svg,https://abs-0.twimg.com/emoji/v2/svg/1f1ef-1f1f5.svg,,,,,,,,,,,,
