threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),highlight,res_id,js-response,js-ng-setting href,js-response href,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,threadview_response_body_link (3)
"垢版
|
0118 名無しどんぶらこ 2025/11/27(木) 23:12:54.76","さすが高市さま
台湾有事で中国に武力行使すると言いましたが
中国と戦争するとは言ってません
でも
中国は反撃してきますけどねー",,,,,,ID:RS/RuJ4w0(3/20),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0119 名無しどんぶらこ 2025/11/27(木) 23:12:54.80",もっちょっと理論的になってくれんかな。まぁ、高市の地頭では無理か。なんでこんなんを総理にしたんだよ,,,,,,ID:JoelE1kd0(8/9),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0120 名無しどんぶらこ 2025/11/27(木) 23:12:56.42",三原順子と同じ、言葉が通じない,,,,,,ID:DBPJurBd0(1/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0121 名無しどんぶらこ 2025/11/27(木) 23:13:02.00",">>112
まぁいいじゃんそういうの",,>>112,,,,ID:csenUxZq0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0122 名無しどんぶらこ 2025/11/27(木) 23:13:03.33",バカ市ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,,,,,,ID:iioKxW0z0(3/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0123 名無しどんぶらこ 2025/11/27(木) 23:13:12.59",流石にこれは擁護出来る要素あるのか？,,,,,,ID:2ovbUS9E0(2/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0124 名無しどんぶらこ 2025/11/27(木) 23:13:21.48",今の高市は維新に毒されたのか？,,,,,,ID:lPJKTM+C0(4/9),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0125 名無しどんぶらこ 2025/11/27(木) 23:13:24.87",遂にシンジロー構文みたいなこと言い出したか,,,,,,ID:pULYysjv0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0126 名無しどんぶらこ 2025/11/27(木) 23:13:26.53",安倍しぐさそのままやないか,,,,,,ID:Q1nBxuvW0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0127 名無しどんぶらこ 2025/11/27(木) 23:13:40.29","人を騙す気満々の詐欺師の言い訳だな
さすがだ素晴らしい👏",,,,,,ID:JOJOci9g0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0128 名無しどんぶらこ 2025/11/27(木) 23:13:41.58",馬鹿市構文,,,,,,ID:hWWN3E3/0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0129 名無しどんぶらこ 2025/11/27(木) 23:13:47.51","やはり🦎
期待を裏切らない
調査結果を主権者である国民に
公表しないとはどういう了見なんだい？",,,,,,ID:hiM0M7aE0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0130 名無しどんぶらこ 2025/11/27(木) 23:13:57.78",もう高市信者が精神的勝利すら出来なくなってきてて草,,,,,,ID:wC6aLNz50,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0131 名無しどんぶらこ 2025/11/27(木) 23:14:03.43","これ酷かったなあ
野田が一体いつまで調査に時間がかかるのか聞いてるのに
高市は自民内で調査はするけど公表はしませんって調査してるかどうかもわからねえだろ",,,,,,ID:nkYseTVN0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0132 名無しどんぶらこ 2025/11/27(木) 23:14:03.93",ばかいち「裏金問題？そんなことどうでもいいわ！」,,,,,,ID:4sKnHTjC0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0133 名無しどんぶらこ 2025/11/27(木) 23:14:13.90","駄目だこいつ
マジで何を支持してんだ",,,,,,ID:RUUbPuDB0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0134 名無しどんぶらこ 2025/11/27(木) 23:14:22.93",">>1
こういう屁理屈は論理的に通っても、聞く人は到底納得しない。
その積み重ねが自民党の没落に表れている。
返す返すも安倍が悪い",,>>1,,,,ID:3eIwirbj0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0135 名無しどんぶらこ 2025/11/27(木) 23:14:37.03",バカ市ショックｗｗｗ,,,,,,ID:vq2HgQye0(1/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0136 名無しどんぶらこ 2025/11/27(木) 23:14:38.06",">>1
立憲民主党も調査委託費という、受け取った側の政治資金収支報告書に記載されないお金を支出しているんだよね。

立憲民主党の調査委託費は、定期的に定額をまるで給料のように支出していて、

委託するお金じゃなくなっているんだよね。

そもそも党員に「調査を委託する」って考え方がおかしいよ。

自民党のキックバック問題が政治資金規正法違反なら、立憲民主党の調査委託費も政治資金規正法違反だよ。

「支持率下げてやる」ために、ただの事務手続き上の失敗をあげつらうよりも、国民の生活を向上することのために議論すべきだよ。",,>>1,,,,ID:J/gJ9Ml80(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0137 名無しどんぶらこ 2025/11/27(木) 23:14:51.74",公表しないなら調査しなくてもいいなw,,,,,,ID:SnQm2Ftb0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0138 名無しどんぶらこ 2025/11/27(木) 23:14:58.82",">>134
パヨクは辛いなあ
無視されて（笑）",,>>134,,,,ID:faVxQwpM0(17/43),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0139 名無しどんぶらこ 2025/11/27(木) 23:15:03.76",汚職党だからこれは当然だ,,,,,,ID:p0OFv4pP0(1/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0140 名無しどんぶらこ 2025/11/27(木) 23:15:11.24",何故、内閣不信任案を出さない？,,,,,,ID:DBPJurBd0(2/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0141 名無しどんぶらこ 2025/11/27(木) 23:15:17.88","なぜか政治家の腐敗を喜ぶ自称愛国者たち

日本になんか恨みでもあるのか？",,,,,,ID:+3cMmEc20(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0142 名無しどんぶらこ 2025/11/27(木) 23:15:18.30","パヨクって単語
統一教会の工作員がよく使ってるよな",,,,,,ID:OS4CDvPA0(2/2),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0143 名無しどんぶらこ 2025/11/27(木) 23:15:32.17","立憲を潰したい国民
でも立憲が潰れたら
もっと、やりたい放題になる自民党",,,,,,ID:ym59Q9PS0(3/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0144 名無しどんぶらこ 2025/11/27(木) 23:15:49.18","総理大臣がひろゆきみたいな事言ってるんだよ
それを論破した！と持ち上げてる1ビット脳ネトウヨ",,,,,,ID:nkYseTVN0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0145 名無しどんぶらこ 2025/11/27(木) 23:15:57.83",">>142
お前らパヨクはソウカだろ
気持ち悪い",,>>142,,,,ID:faVxQwpM0(18/43),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0146 名無しどんぶらこ 2025/11/27(木) 23:16:11.15",高市は服の選別で舐められないように何時間もかけるが国民は舐めている,,,,,,ID:lqFOQOfk0(1/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0147 名無しどんぶらこ 2025/11/27(木) 23:16:14.01","約束すると言いましたが
実行するとは言ってません
それが何か",,,,,,ID:RS/RuJ4w0(4/20),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0148 名無しどんぶらこ 2025/11/27(木) 23:16:16.67",イカサマ十八番,,,,,,ID:vzqv60ZD0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0149 名無しどんぶらこ 2025/11/27(木) 23:16:19.16","＞「支部の数そして実情の調査を行っていますが、それを御党に
＞お示しするという約束であるとは思っていません」
「私はアホです」宣言

支持率80%だとこんなこと言っても通用すると思えるのかね",,,,,,ID:sv5loUWw0(1/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0150 名無しどんぶらこ 2025/11/27(木) 23:16:26.38",解党的出直しとは何だったのか、支持率高ければやりたい放題の最悪の民主主義,,,,,,ID:qrM+AhsH0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0151 名無しどんぶらこ 2025/11/27(木) 23:16:26.46",だんだんメッキが剥がれてきてるな,,,,,,ID:gVVNsHuB0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0152 名無しどんぶらこ 2025/11/27(木) 23:16:37.62",ドーピング検査はしますけど公表はしませんを思い出した,,,,,,ID:fuIauxwT0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0153 名無しどんぶらこ 2025/11/27(木) 23:16:39.15",">>142
おいソウカ
政治の中枢からパージされて悔しいのう（笑）（笑）",,>>142,,,,ID:faVxQwpM0(19/43),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0154 名無しどんぶらこ 2025/11/27(木) 23:16:44.09",安倍しぐさ,,,,,,ID:TxvsBwqG0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0155 名無しどんぶらこ 2025/11/27(木) 23:16:44.56",統一教会と創価学会はケンカするなよ,,,,,,ID:p0OFv4pP0(2/3),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0156 名無しどんぶらこ 2025/11/27(木) 23:16:48.27",でたわね,,,,,,ID:XFdxwFOY0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0157 名無しどんぶらこ 2025/11/27(木) 23:17:03.74",退場早いかも,,,,,,ID:wNfFVEXJ0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0158 名無しどんぶらこ 2025/11/27(木) 23:17:31.00",">>155
同じ穴のムジナだからな
どんどん喧嘩しろ",,>>155,,,,ID:faVxQwpM0(20/43),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0159 名無しどんぶらこ 2025/11/27(木) 23:17:40.89",え…公表しない？　それ何の意味があるの？　馬鹿なの,,,,,,ID:JuvYYAxo0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0160 名無しどんぶらこ 2025/11/27(木) 23:17:43.14",募ったけど募集はしていない、並の珍言,,,,,,ID:e9H/VdrF0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0161 名無しどんぶらこ 2025/11/27(木) 23:17:49.63","＞解党的出直し
崩壊的出直しになるんじゃね",,,,,,ID:sv5loUWw0(2/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0162 名無しどんぶらこ 2025/11/27(木) 23:18:09.78","総理大臣になりたいと言いましたが
総理大臣が務まるとは言ってません
知ってたよ",,,,,,ID:RS/RuJ4w0(5/20),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0163 名無しどんぶらこ 2025/11/27(木) 23:18:10.74",これもう売国だろ,,,,,,ID:rbPBLpI70,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0164 名無しどんぶらこ 2025/11/27(木) 23:18:23.78","高市の言い方で納得するのはアホしか居ないだろ。ヤレヤレだな。

裏金議員を起用したらどこらへんの奴らが嫌がるかぐらいはわかって良いもんだけどな。元々そういう周りを見て、遠い人らの行動を見て、全体像を把握しようとする能力に欠けてる。自分が感じたものが全ての自己中心的の人格なんだろう。コレが最高権力を握ってしまってるんだから恐ろしいな。",,,,,,ID:JoelE1kd0(9/9),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0165 名無しどんぶらこ 2025/11/27(木) 23:18:41.84",進次郎構文より酷い,,,,,,ID:gxJa2e4u0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0166 名無しどんぶらこ 2025/11/27(木) 23:18:46.30",意思場も酷かったが高市は輪をかけて酷い、期待して損したわ。,,,,,,ID:lPJKTM+C0(5/9),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0167 名無しどんぶらこ 2025/11/27(木) 23:18:48.25",利根川早苗,,,,,,ID:TxvsBwqG0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0168 名無しどんぶらこ 2025/11/27(木) 23:19:03.37",バカ総理、辞めちまえ！,,,,,,ID:4sKnHTjC0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0169 名無しどんぶらこ 2025/11/27(木) 23:19:16.83",次の支持率が楽しみだなオイ,,,,,,ID:H4+QR9FC0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0170 名無しどんぶらこ 2025/11/27(木) 23:19:20.18",こんなのを８割の日本人は支持しているらしい,,,,,,ID:ZHt0Agcu0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0171 名無しどんぶらこ 2025/11/27(木) 23:19:21.27",なんですかそれは,,,,,,ID:DuFYC26Z0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0172 名無しどんぶらこ 2025/11/27(木) 23:19:21.89",">>1
自民党の不記載の問題の本質は、本来党本部しか支出できない政策活動費を派閥も支出できると

２０年前の会計責任者が勘違いしたことが２０年の間に慣例化していたことだと思うよ。

野党もよくやる事務処理上の錯誤で、政治資金収支報告書の訂正で済む話だよ。

「支持率を下げてやる」と、マスコミや野党がなんの問題も無いことを、さも問題があるかのように騒いでいただけで。",,>>1,,,,ID:J/gJ9Ml80(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0173 名無しどんぶらこ 2025/11/27(木) 23:19:22.99",">>2
むしろ、わが国としては、「デフレ脱却はまだ終わっていない」(物価が下がるデフレは嫌だから、そうならないように、今後も物価が高くなるインフレをつづけたい)的なメッセージを発信しつづけてきました。
ですから、値上げがつづく事は、うまく行っている事を意味するのです。✌😲✌",,>>2,,,,ID:ZjAKpUel0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0174 名無しどんぶらこ 2025/11/27(木) 23:19:29.54",一国の総理が利根川ムーヴとは…,,,,,,ID:zv1A1ihe0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0175 名無しどんぶらこ 2025/11/27(木) 23:19:35.66",意思場訂正石破,,,,,,ID:lPJKTM+C0(6/9),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0176 名無しどんぶらこ 2025/11/27(木) 23:19:36.42",">>1
この婆さん毎日嘘付いてないか？",,>>1,,,,ID:5Z86/2nD0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0177 名無しどんぶらこ 2025/11/27(木) 23:19:39.60",">>151
元々何にもしてないでしょ
中国と揉めりゃ支持する様な馬鹿がいるだけで
物価高対策も減税もせず少子化も放置、移民拡大して裏金も誤魔化す
雰囲気だけで支持してる奴は頭の悪さを認識した方がいい",,>>151,,,,ID:j1M4D+l40,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0178 名無しどんぶらこ 2025/11/27(木) 23:19:48.33",">>12
こいつ早く辞めねえかな
顔がカエル的に爬虫類的で、それでいて笑ってるから

　　気持ち悪いんですけど

以上",,>>12,,,,ID:phCoLabm0(1/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0179 名無しどんぶらこ 2025/11/27(木) 23:19:49.05","バカ市「そんなことよりも定数削減やりましょう」

ｗｗｗｗｗ",,,,,,ID:vq2HgQye0(2/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0180 名無しどんぶらこ 2025/11/27(木) 23:19:58.21",">>32
高市　　大人は基本質問には答えない
　　　　尋ねれば答えが返ってくると思っているのか
　　　バカがっ…！そんなことだから万年平議員なの
　　　だっ…！",,>>32,,,,ID:5vMugfp/0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0181 名無しどんぶらこ 2025/11/27(木) 23:20:08.64",">>163
「みんなで大家さん」レベルの政権与党だよ",,>>163,,,,ID:5NUmt4DB0(2/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0182 名無しどんぶらこ 2025/11/27(木) 23:20:19.89",">>164
そもそもパヨク以外はどうでもいいからな",,>>164,,,,ID:faVxQwpM0(21/43),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
